idstd,id,recnumber,Rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,a20dstart,a20mstart,a20ystart,a20dend,a20mend,a20yend,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,KENe1,KENe10,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,A2f1,A2f2,k8,A2f3,k9,A2f4,A2f4x,A2f5,k10,A2f6,A2f7,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,KENk26,KENk27,KENk28,k21,KENk33,KENk34a,KENk34b,KENk34c,KENk34d,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,id_panel,wstrict,wmedian,wweak,strata
537720,579.0,551.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Garments,Garments,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,4,6,2013,12,45,Sole proprietorship,,100,100,0,0,0,Yes,100.0,2008,1,No,2012,8,Yes,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,No,No,No,Moderate obstacle,Minor obstacle,Manufacturing clothes,1810,40,DK,,DK,100,0,0,,,,,NA,NA,30.0,70.0,No,,DK,,Moderate obstacle,Minor obstacle,Local,Too many to count,Increase,Increase,No,No,Major obstacle,No,,No,No,No,No,Yes,No,No,70.0,72.0,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,,60000.0,No,,,Very Severe Obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,,,,No,NA,NA,NA,No,No,Very Severe Obstacle,No,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,No,No,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Very Severe Obstacle,Moderate obstacle,Minor obstacle,Very Severe Obstacle,Minor obstacle,1,2,1.0,0.0,1.0,0.0,1.0,0.0,,4,3.0,Less than one month,7.0,7.0,0,No,,,Major obstacle,Moderate obstacle,Access to finance,Business licensing and permits,DK,DK,DK,0.0,30000.0,300000.0,,DK,DK,DK,2000000.0,1500000.0,12,Female,,,,,4,6,2013,13,16,Not truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,fresh,,1.078882265475131,1.327869530846659,3.544524974857872,80.0
537721,580.0,567.0,2.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Furniture,Garments,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,5,6,2013,11,39,Partnership,,50,100,0,0,0,No,,2001,2,No,2002,15,No,No,No,,,1,1,2012,30,12,2012,No,,,,,No,,No,,,No,,,No,No,Yes,Minor obstacle,Minor obstacle,Manufacturing clothes,1810,60,17500000.0,Seventeen millions five hundred thousands,21000000.0,100,0,0,,,,,No losses,No losses,80.0,20.0,No,,14.0,,Major obstacle,Minor obstacle,Local,2.0,Increase,Increase,No,No,Moderate obstacle,No,,No,No,No,Yes,No,No,No,80.0,72.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,,72000.0,Yes,,50000.0,Moderate obstacle,0,20,100,0,0,0,0,Yes,150000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,,,,No,NA,NA,NA,No,No,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,Yes,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,6,10,6.0,0.0,6.0,0.0,0.0,0.0,,4,0.0,7.0,11.0,No female production workers,50,Yes,100.0,No employees in a category were trained,Moderate obstacle,Moderate obstacle,Access to finance,Access to land,4000000.0,3000000.0,2000000.0,0.0,500000.0,60000.0,,DK,DK,DK,40000000.0,3000000.0,12,Male,,,,,5,6,2013,14,37,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.380758811306693,1.7034990635452416,3.4680933255170494,81.0
537722,582.0,525.0,2.0,(B) without cards,Other services,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Food,Hotel and restaurants: section H,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,Yes,2,HQ with production and/or sales in this location,Yes,Yes,Yes,10115,104,4,7,2013,15,35,Sole proprietorship,,100,100,0,0,0,No,,1993,15,Yes,1993,18,No,Yes,No,,,1,1,2011,31,12,2012,Yes,10.0,4.0,DK,,No,,No,,,,,,Yes,Yes,Yes,Minor obstacle,Moderate obstacle,Hotel and other provision of accommodation,5510,100,DK,,DK,82,18,0,,,,DK,DK,No losses,,,,,,,Moderate obstacle,No obstacle,,,Increase,Increase,,No,Very Severe Obstacle,No,,No,Yes,Yes,No,Yes,No,No,,,100,0,0,Yes,7.0,No,,,,,,,Very Severe Obstacle,Yes,,15000000.0,No,,,Moderate obstacle,0,10,90,0,0,0,10,Yes,45000000.0,0.0,95.0,0.0,0.0,0.0,0.0,5.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,Increase,No,Yes,No,No,Moderate obstacle,Yes,Reduce the time spent in financial transactions,Yes,30.0,Yes,5.0,Yes,3.0,No,,,,,,,,No,No,No,No,Tend to agree,DK,Yes,2.0,No,Yes,DK,No payments or gifts are paid,,No,,,Yes,12.0,No,Moderate obstacle,Very Severe Obstacle,Very Severe Obstacle,Moderate obstacle,No obstacle,Very Severe Obstacle,32,15,,,,,,,11.0,7,5.0,3.0,,,80,No,,,Very Severe Obstacle,Very Severe Obstacle,Tax rates,Access to land,DK,,,3000000.0,,,,,,,,,3,Female,,,,,4,7,2013,16,50,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.3428506229895445,2.670830851221494,78.0
537723,583.0,563.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Dar es Salaam,No,Yes,City with population over 1 million,Furniture,Chemicals,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,70981,1024,6,7,2013,14,2,Sole proprietorship,,100,100,0,0,0,No,,1962,23,Yes,1962,40,No,Yes,No,,,1,7,2011,30,6,2012,Yes,12.0,8.0,50.0,,Yes,60.0,No,,,Yes,20.0,8.0,Yes,Yes,Yes,Very Severe Obstacle,Moderate obstacle,Manufacturing human drugs,2423,100,3000000000.0,Three billions,3000000000.0,70,30,0,,,,DK,NA,NA,40.0,60.0,Yes,60.0,90.0,,No obstacle,Major obstacle,Local,Too many to count,Decrease,Increase,No,Yes,Very Severe Obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,80.0,9.0,100,0,0,No,,,,,,,,,Very Severe Obstacle,Yes,,5000000.0,No,,,Minor obstacle,DK,DK,DK,DK,DK,DK,DK,Yes,200000000.0,DK,DK,DK,DK,DK,DK,DK,Yes,Yes,DK,DK,Yes,Loan,State-owned banks or government agency,CRDB ( Community Rural Development Bank),,Collateral requirements,2011.0,DK,6.0,DK,Yes,Yes,Yes,Yes,Yes,No,DK,1.0,-8.0,No,No,Other,,,,,Yes,Decrease,No,No,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,Yes,15.0,Yes,10.0,No,,,,,,,,Yes,Yes,No,No,NA,DK,Yes,2.0,No,No,,,Refusal,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,Moderate obstacle,Very Severe Obstacle,Major obstacle,NA,70,10,70.0,0.0,55.0,15.0,DK,DK,,3,DK,DK,12.0,12.0,55,Yes,60.0,40.0,Major obstacle,Very Severe Obstacle,Electricity,Access to finance,DK,DK,50000000.0,48000000.0,DK,DK,,DK,400000000.0,DK,250000000.0,DK,40,Male,,,,,6,7,2013,15,18,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.380758811306693,1.7034990635452416,3.4680933255170494,81.0
537724,585.0,616.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Services of motor vehicles,Garments,"No, does not match",Medium >=20 and <=99,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10152,104,7,7,2013,17,4,Shareholding company with non-traded shares or shares traded privately,,100,100,0,0,0,No,,2008,1,No,2010,4,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,No,No,No,Moderate obstacle,Minor obstacle,Manufacturing clothes,1810,DK,DK,,DK,100,0,0,,,,,NA,NA,100.0,0.0,,,DK,,Minor obstacle,Major obstacle,Local,DK,Increase,Increase,No,Yes,Minor obstacle,No,,No,No,No,No,No,No,No,100.0,DK,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,,60000.0,No,,,No obstacle,DK,0,DK,0,DK,0,0,Yes,170000.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,No,No,,,Yes,Loan,Non-bank financial institutions,Other (Specify),Black,Maturity offered (total duration),2013.0,DK,9.0,200000.0,Yes,Yes,Yes,No,Yes,No,DK,1.0,72000.0,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,NA,NA,No,No,Major obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Strongly agree,No time was spent,Yes,1.0,No,No,,,No payments or gifts are paid,No,,,Yes,14.0,No,Major obstacle,No obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,4,4,4.0,0.0,4.0,0.0,2.0,0.0,,4,2.0,12.0,DK,DK,4,No,,,No obstacle,Minor obstacle,Electricity,Access to finance,DK,90000.0,0.0,0.0,0.0,240000.0,,0.0,DK,DK,DK,240000.0,4,Male,Less than one,Male,,,7,7,2013,18,29,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different manag,1.0,25.0,fresh,,2.4531232711127036,3.2400822970969947,5.203787078859984,88.0
537725,586.0,617.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Services of motor vehicles,Food,"No, does not match",Medium >=20 and <=99,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,1015,104,3,7,2013,15,32,Shareholding company with non-traded shares or shares traded privately,,100,100,0,0,0,No,,DK,1,Yes,DK,Less than one year,No,No,DK,,,1,7,2011,30,6,2012,Yes,8.0,8.0,10.0,,No,,No,,,No,,,No,No,Yes,Minor obstacle,Major obstacle,Baking of bread,1541,100,DK,,DK,DK,DK,DK,DK,DK,DK,2012.0,50,DK,90.0,10.0,No,,1.0,,Major obstacle,Moderate obstacle,Local,4.0,Increase,Increase,Yes,Yes,Moderate obstacle,No,,Yes,No,No,No,No,No,No,DK,DK,0,100,0,No,,,,,,,,,Minor obstacle,Yes,10.0,,No,,,Major obstacle,0,15,70,0,0,0,30,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,NA,No,Yes,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,Yes,80.0,No,,No,,No,,,,,,,,No,No,No,No,Tend to agree,30,Yes,5.0,No,No,,5.0,,Yes,7.0,No,Yes,2.0,No,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,5,6,3.0,2.0,1.0,2.0,DK,0.0,,4,0.0,DK,DK,No female production workers,95,No,,,Minor obstacle,Major obstacle,Access to land,Business licensing and permits,80000.0,700000.0,0.0,450000.0,0.0,500000.0,,0.0,0.0,0.0,0.0,0.0,Less than one,Male,,,,,3,7,2013,16,18,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,2.4531232711127036,3.2400822970969947,5.203787078859984,88.0
537726,587.0,545.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Garments,Textiles,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,5,6,2013,12,33,Sole proprietorship,,100,100,0,0,0,No,,1997,2,Yes,1997,14,No,No,No,,,1,1,2012,30,12,2012,No,,,,,No,,No,,,No,,,No,No,Yes,Major obstacle,Moderate obstacle,Manufacturing table mats,1729,80,60000000.0,Sixty million,14000000.0,100,0,0,,,,,10,NA,90.0,10.0,No,,30.0,,Very Severe Obstacle,Very Severe Obstacle,Local,7.0,Increase,Increase,No,Yes,Moderate obstacle,No,,No,No,No,No,No,Yes,Yes,90.0,75.0,0,100,0,No,,,,,,,,,Major obstacle,Yes,,120000.0,No,,,Very Severe Obstacle,35,5,75,25,0,0,0,No,,,,,,,,,Yes,No,,,Yes,Loan,State-owned banks or government agency,NMB (National Microfinance Bank),,Other,2012.0,12.8,10.0,10000000.0,Yes,No,No,No,Yes,No,50000000.0,1.0,3500000.0,No,Yes,,Application was approved,1.0,0.0,,No,Decrease,No,Yes,No,No,Major obstacle,Yes,Reduce costs of financial transactions,Yes,25.0,Yes,30.0,No,,No,,,,,,,,Yes,Yes,No,No,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,No obstacle,NA,NA,NA,2,2,2.0,0.0,2.0,0.0,1.0,0.0,,No full-time seasonal or temporary workers,,,11.0,11.0,50,No,,,Major obstacle,Moderate obstacle,Access to finance,Access to finance,1920000.0,20000000.0,2000000.0,120000.0,0.0,1200000.0,,DK,DK,DK,12000000.0,15000000.0,16,Male,,,,,5,6,2013,14,37,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.078882265475131,1.327869530846659,3.544524974857872,80.0
537727,588.0,588.0,1.0,(B) without cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Precision instruments,Non metallic mineral products,"No, does not match",Medium >=20 and <=99,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,7,10,2013,14,43,Limited partnership,,25,100,0,0,0,Yes,10.0,1983,3,No,2012,Less than one year,No,No,No,,,1,1,2011,30,12,2011,No,,,,,No,,No,,,No,,,No,No,Yes,Major obstacle,Minor obstacle,Manufacturing articles of cement and plaster,2695,100,6000000.0,Six million,DK,100,0,0,,,,,No losses,No losses,100.0,0.0,,,14.0,,Very Severe Obstacle,Major obstacle,Local,Too many to count,Increase,Increase,No,No,Moderate obstacle,No,,No,No,Yes,Yes,Yes,No,No,90.0,72.0,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,,72000.0,No,,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,Yes,No,Very Severe Obstacle,No,,,,,,,,,,No,Yes,No,No,No,No,Yes,Yes,No,No,Strongly disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,2,DK,2.0,0.0,2.0,0.0,0.0,0.0,,3,1.0,Less than one month,11.0,No female production workers,100,Yes,100.0,No employees in a category were trained,Major obstacle,Very Severe Obstacle,Access to finance,Access to finance,DK,DK,DK,0.0,0.0,240000.0,,DK,DK,DK,4000000.0,7000000.0,3,Male,,,,,7,10,2013,15,18,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0488696939114177,1.8197854596036502,84.0
537728,589.0,522.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Food,Furniture,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,7,7,2013,15,19,Sole proprietorship,,100,100,0,0,0,No,,1996,3,Yes,1996,17,No,No,No,,,1,1,2011,30,12,2011,Yes,6.0,12.0,60.0,,Yes,20.0,No,,,No,,,Yes,No,Yes,Very Severe Obstacle,Very Severe Obstacle,Manufacturing furniture like sofas,3610,45,200000000.0,Two hundred million,DK,100,0,0,,,,,No losses,10,20.0,80.0,No,,7.0,,Moderate obstacle,Moderate obstacle,Local,Too many to count,Increase,Increase,No,Yes,Very Severe Obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,90.0,72.0,100,0,0,No,,,,,,,,,Major obstacle,Yes,5.0,,Yes,3.0,,Very Severe Obstacle,0,0,100,0,0,0,0,Yes,DK,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,Yes,DK,DK,No,,,,,,,,,,,,,,,,,,,No,Yes,,Application was rejected,1.0,1.0,Other objections,No,NA,No,Yes,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,Yes,10.0,Yes,15.0,Yes,25.0,,,,,,,Yes,Yes,No,Yes,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,7,3,3.0,4.0,3.0,0.0,0.0,3.0,,20,5.0,2.0,17.0,13.0,100,No,,,Minor obstacle,Very Severe Obstacle,Practices of competitors in the informal sector,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,7,Male,,,,,7,7,2013,16,47,Not truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,fresh,,1.0,1.3428506229895445,2.670830851221494,78.0
537729,590.0,564.0,1.0,(A) with cards,Other services,Tanzania,Swahili,Mwanza,Arusha,No,No,City with population over 1 million,Furniture,Construction Section F,"No, does not match",Small >=5 and <=19,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,7,7,2013,14,20,Sole proprietorship,,100,100,0,0,0,DK,,2006,DK,Yes,2006,12,No,Still in process,No,,,1,7,2011,30,6,2012,Yes,3.0,8.0,DK,,Yes,30.0,No,,,,,,Yes,Yes,Yes,Minor obstacle,Very Severe Obstacle,Building of complete constructions,4520,75,DK,,DK,100,0,0,,,,,DK,NA,,,,,,,No obstacle,Minor obstacle,,,Increase,Increase,,DK,DK,Yes,No,Yes,No,DK,DK,Yes,No,No,,,100,0,0,No,,,,,,,,,NA,Yes,DK,,No,,,Minor obstacle,DK,DK,100,0,0,0,0,Yes,DK,DK,DK,DK,DK,DK,DK,DK,Yes,DK,,,DK,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,Yes,NA,NA,NA,No,NA,Minor obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,Yes,No,Tend to disagree,DK,Yes,DK,Refuse,No,,DK,,No,,,No,,,Minor obstacle,Minor obstacle,No obstacle,NA,Minor obstacle,NA,42,42,,,,,,,30.0,No full-time seasonal or temporary workers,,,,,95,No,,,Minor obstacle,Very Severe Obstacle,Tax rates,Access to finance,DK,,,DK,,,,,,,,,4,Male,,,,,7,7,2013,15,34,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.380758811306693,1.7034990635452416,3.4680933255170494,81.0
537730,591.0,565.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Furniture,Wood,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10115,104,8,7,2013,10,55,Sole proprietorship,,100,100,0,0,0,Yes,5.0,1996,9,No,1997,17,No,No,No,,,1,1,2011,30,12,2011,Yes,5.0,8.0,45.0,,No,,No,,,No,,,No,No,Yes,Very Severe Obstacle,Moderate obstacle,Manufacturing builders' carpentry and joinery on articles like desks,2022,40,DK,,DK,100,0,0,,,,,No losses,No losses,60.0,40.0,No,,14.0,,Minor obstacle,Moderate obstacle,Local,Too many to count,Increase,Increase,No,Yes,Major obstacle,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,90.0,72.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,No,,,No,,,Moderate obstacle,0,0,100,0,0,0,0,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,No,,No,,Yes,25.0,,,,,,,No,Yes,No,No,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,10,7,10.0,0.0,10.0,0.0,1.0,0.0,,2,1.0,Less than one month,10.0,11.0,70,No,,,Moderate obstacle,Major obstacle,Access to finance,Business licensing and permits,DK,DK,DK,600000.0,DK,420000.0,,DK,DK,DK,10000000.0,4000000.0,17,Male,,,,,8,7,2013,11,40,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,fresh,,1.380758811306693,1.7034990635452416,3.4680933255170494,81.0
537731,592.0,543.0,1.0,(B) without cards,Other services,Tanzania,Swahili,Mwanza,Dar es Salaam,No,Yes,City with population over 1 million,Garments,Hotel and restaurants: section H,"No, does not match",Small >=5 and <=19,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,6082,1024,21,6,2013,10,8,Shareholding company with shares trade in the stock market,,100,100,0,0,0,No,,2001,100,Yes,2001,11,No,Yes,No,,,1,7,2011,30,6,2012,No,,,,,Yes,50.0,No,,,,,,Yes,Yes,Yes,Moderate obstacle,Moderate obstacle,Hotel and other provision of accommodation,5510,DK,DK,,DK,DK,DK,DK,,,,2001.0,DK,No losses,,,,,,,Moderate obstacle,Moderate obstacle,,,Increase,DK,,No,Very Severe Obstacle,No,,Yes,No,No,No,No,No,Yes,,,DK,DK,DK,No,,,,,,,,,Very Severe Obstacle,No,,,No,,,Moderate obstacle,DK,DK,DK,DK,DK,DK,DK,No,,,,,,,,,No,Yes,DK,DK,Yes,Both loan and line of credit,Private commercial banks,Stanbic Bank,,Reputation of institution,2013.0,DK,12.0,DK,Yes,Yes,No,No,No,Yes,DK,DK,DK,No,No,No need for a loan - establishment had sufficient capital,,,,,Yes,Decrease,No,Yes,No,No,Moderate obstacle,No,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,DK,No time was spent,Yes,2.0,No,No,,No payments or gifts are paid,,Yes,7.0,No,No,,,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,Very Severe Obstacle,DK,DK,4,,,,,,,5.0,No full-time seasonal or temporary workers,,,,,5,No,,,No obstacle,Minor obstacle,DK,Access to finance,DK,,,DK,,,,,,,,,11,Male,,,,,21,6,2013,11,48,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.078882265475131,1.327869530846659,3.544524974857872,80.0
537732,593.0,553.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Mwanza,Mwanza,No,No,Over 250.000 to 1 million,Garments,Furniture,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,10152,104,7,7,2013,15,36,Sole proprietorship,,100,100,0,0,0,No,,2005,3,No,2005,8,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,No,,,No,No,No,No obstacle,Minor obstacle,Manufacturing furniture like sofas,3610,DK,DK,,DK,DK,0,0,,,,DK,14,NA,DK,DK,No,,DK,,Moderate obstacle,Minor obstacle,Local,DK,Increase,Increase,No,Yes,Minor obstacle,Yes,No,No,No,No,No,No,No,No,DK,DK,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,,1200000.0,Yes,,400000.0,Major obstacle,0,0,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Other,,,,,No,NA,No,No,No,No,Very Severe Obstacle,No,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,DK,1,Yes,1.0,No,No,,,No payments or gifts are paid,No,,,No,,,Major obstacle,Moderate obstacle,No obstacle,No obstacle,No obstacle,No obstacle,32,2,32.0,0.0,32.0,0.0,0.0,0.0,,32,0.0,12.0,DK,3.0,30,No,,,No obstacle,No obstacle,Tax rates,Access to land,DK,DK,0.0,0.0,0.0,1200000.0,,DK,DK,DK,DK,DK,9,Male,,,,,7,7,2013,16,18,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.078882265475131,1.327869530846659,3.544524974857872,80.0
