firm_size_num,employees_now,log_sales,survey_year,has_loan_bin,needs_finance_bin,pct_internal_finance,pct_bank_finance,pct_supplier_finance,sales_per_employee,finance_double_stress,infra_burden_score,obstacle_count,log_firm_age,size_age_interaction,is_exporter,mgmt_quality_score,manager_female,manager_university,obstacle_electricity_score,obstacle_finance_score,obstacle_informality_score,obstacle_workforce_score,obstacle_corruption_score,obstacle_transport_score,obstacle_customs_score,broad_sector_encoded,detailed_sector_encoded,region_encoded,legal_status_clean_encoded,country_encoded,biggest_obstacle_encoded,at_risk,distress_level,distress_signal_count,survey_weight,country,broad_sector,detailed_sector,region,firm_size,legal_status_clean
2.0,8.0,17.147715103853763,2013,0.0,1.0,100.0,0.0,0.0,2.1434643879817203,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,2,6,50,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Partnership
2.0,7.0,17.073607134447293,2013,1.0,1.0,100.0,0.0,0.0,2.4390867334924704,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,2,6,35,0,0,0.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Partnership
2.0,21.0,18.31532023940565,2013,0.0,1.0,100.0,0.0,0.0,0.8721581066383643,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,47,2,6,35,0,1,1.0,1.0,Tanzania,Retail,Retail,Mbeya,Medium >=20 and <=99,Partnership
2.0,16.0,16.588099342704055,2013,0.0,1.0,100.0,0.0,0.0,1.0367562089190034,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32,47,5,6,50,0,1,1.0,1.503759698240176,Tanzania,Retail,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,16.0,17.216707972959764,2013,0.0,1.0,100.0,0.0,0.0,1.0760442483099852,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32,47,5,6,50,0,1,1.0,1.503759698240176,Tanzania,Retail,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,20.0,18.064005814299346,2013,0.0,1.0,100.0,0.0,0.0,0.9032002907149673,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32,47,2,6,59,0,1,1.0,1.503759698240176,Tanzania,Retail,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Partnership
2.0,14.0,16.705882371415992,2013,0.0,0.0,100.0,0.0,0.0,1.0507613899917814,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32,47,5,6,35,0,0,0.0,1.503759698240176,Tanzania,Retail,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,15.0,16.380459992348886,2013,0.0,1.0,100.0,0.0,0.0,1.0920306661565924,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,35,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,17.350447651360227,2013,0.0,0.0,100.0,0.0,0.0,2.8917412752267047,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,47,5,6,35,0,0,0.0,1.0,Tanzania,Retail,Retail,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,14.0,17.216707972959764,2013,0.0,1.0,100.0,0.0,0.0,1.2297648552114118,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,32,47,2,6,50,0,1,1.0,1.503759698240176,Tanzania,Retail,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Partnership
2.0,6.0,16.52356082573315,2013,0.0,0.0,60.0,0.0,0.0,2.753926804288858,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,50,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.648723960844016,2013,0.0,1.0,100.0,0.0,0.0,2.774787326807336,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Other services,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.380459992348886,2013,0.0,1.0,100.0,0.0,0.0,3.276091998469777,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,47,5,6,50,0,1,1.0,2.74643968719065,Tanzania,Manufacturing,Food,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,8.0,16.52356082573315,2013,1.0,1.0,100.0,0.0,0.0,2.0654451032166437,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,0,0.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,15.607270193858982,2013,0.0,1.0,100.0,0.0,0.0,2.601211698976497,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.213405921671733,2013,0.0,0.0,100.0,0.0,0.0,3.2426811843343466,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,53,0,0,0.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.648723960844016,2013,0.0,1.0,100.0,0.0,0.0,3.3297447921688033,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,47,5,6,50,0,1,1.0,2.939677727214604,Tanzania,Manufacturing,Food,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.52356082573315,2013,0.0,1.0,100.0,0.0,0.0,2.753926804288858,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,50,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,14.0,16.380459992348886,2013,0.0,1.0,100.0,0.0,0.0,1.0507613899917814,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Retail,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,17.50439003707821,2013,0.0,1.0,100.0,0.0,0.0,3.500878007415642,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Other services,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,16.811242881518265,2013,0.0,1.0,100.0,0.0,0.0,2.101405360189783,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,17.034386422832473,2013,0.0,1.0,100.0,0.0,0.0,3.4068772845664945,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,19,47,5,6,53,0,1,1.0,1.3848393521330824,Tanzania,Other services,Chemicals,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,7.0,16.705882371415992,2013,0.0,1.0,100.0,0.0,0.0,2.386554624487999,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,47,5,6,50,0,1,1.0,2.939677727214604,Tanzania,Manufacturing,Food,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.380459992348886,2013,1.0,1.0,100.0,0.0,0.0,2.730076665391481,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,58,0,0,0.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.52356082573315,2013,0.0,1.0,100.0,0.0,0.0,2.753926804288858,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,17.034386422832473,2013,0.0,1.0,100.0,0.0,0.0,2.129298302854059,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,17.216707972959764,2013,0.0,1.0,100.0,0.0,0.0,3.4433415945919528,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24,47,5,6,59,0,1,1.0,1.3848393521330824,Tanzania,Other services,Electronics (31 & 32),Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,17.370858648025116,2013,0.0,0.0,100.0,0.0,0.0,3.474171729605023,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,56,47,5,6,39,0,0,0.0,29.9233792861058,Tanzania,Other services,Services of motor vehicles,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.300417291085605,2013,0.0,1.0,100.0,0.0,0.0,3.260083458217121,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,32,47,5,6,59,0,1,1.0,1.503759698240176,Tanzania,Other services,Hotel and restaurants: section H,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,11.0,16.454567959008102,2013,0.0,1.0,100.0,0.0,0.0,1.495869814455282,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,47,5,6,60,0,1,1.0,2.7626267980292125,Tanzania,Other services,Retail,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,17.370858648025116,2013,1.0,1.0,100.0,0.0,0.0,2.1713573310031395,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,47,5,6,35,0,0,0.0,1.3848393521330824,Tanzania,Manufacturing,Fabricated metal products,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,10.0,16.811242881518265,2013,0.0,1.0,100.0,0.0,0.0,1.6811242881518265,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,56,47,5,6,50,0,1,1.0,1.503759698240176,Tanzania,Manufacturing,Services of motor vehicles,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,14.0,15.607270193858982,2013,0.0,1.0,40.0,50.0,0.0,1.0507613899917814,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,47,5,6,35,0,1,1.0,2.7626267980292125,Tanzania,Other services,Retail,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.588099342704055,2013,0.0,1.0,100.0,0.0,0.0,2.7646832237840093,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,47,5,6,35,1,2,2.0,2.7626267980292125,Tanzania,Retail,Retail,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,13.0,18.132998684833918,2013,1.0,1.0,100.0,0.0,0.0,1.394846052679532,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,55,47,2,6,35,0,0,0.0,2.7626267980292125,Tanzania,Other services,Retail,Mbeya,Small >=5 and <=19,Partnership
2.0,6.0,15.894952224644102,2013,0.0,1.0,100.0,0.0,0.0,2.6491587041073505,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,35,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,15.894952224644102,2013,0.0,1.0,100.0,0.0,0.0,2.6491587041073505,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,37,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,7.0,16.811242881518265,2013,0.0,1.0,100.0,0.0,0.0,2.4016061259311807,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,32,47,5,6,35,0,1,1.0,29.9233792861058,Tanzania,Other services,Hotel and restaurants: section H,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,19.0,18.132998684833918,2013,0.0,1.0,100.0,0.0,0.0,0.9543683518333641,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,61,47,5,6,59,0,1,1.0,1.503759698240176,Tanzania,Other services,Transport  Section I: (60-64),Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,17.0,17.665431782949,2013,0.0,1.0,100.0,0.0,0.0,1.0391430460558235,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,22,47,5,6,60,0,1,1.0,29.9233792861058,Tanzania,Manufacturing,Construction Section F,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.118095750958314,2013,0.0,0.0,100.0,0.0,0.0,2.6863492918263856,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,59,0,0,0.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.012735246411598,2013,0.0,1.0,100.0,0.0,0.0,2.668789207735266,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,47,5,6,35,0,1,1.0,2.939677727214604,Tanzania,Manufacturing,Food,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,17.034386422832473,2013,0.0,1.0,100.0,0.0,0.0,2.129298302854059,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,32,47,5,6,35,0,1,1.0,29.9233792861058,Tanzania,Other services,Hotel and restaurants: section H,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,20.0,17.909855136853043,2013,0.0,1.0,100.0,0.0,0.0,0.8954927568426522,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,60,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,16.759949589762293,2013,0.0,1.0,100.0,0.0,0.0,2.793324931627049,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,35,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.213405921671733,2013,0.0,1.0,100.0,0.0,0.0,3.2426811843343466,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,35,0,1,1.0,2.516943563193229,Tanzania,Manufacturing,Garments,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,16.012735246411598,2013,0.0,1.0,100.0,0.0,0.0,3.2025470492823196,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,28,47,5,6,59,0,1,1.0,2.939677727214604,Tanzania,Other services,Food,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,40.0,17.04235459216419,2013,0.0,1.0,100.0,0.0,0.0,0.42605886480410476,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,49,2,6,35,0,1,1.0,1.2134693704171244,Tanzania,Retail,Retail,Mwanza,Medium >=20 and <=99,Partnership
2.0,6.0,15.955576839107596,2013,1.0,0.0,70.0,0.0,0.0,2.659262806517933,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,49,5,6,44,0,1,1.0,1.327869530846659,Tanzania,Manufacturing,Garments,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,4.0,17.216707972959764,2013,1.0,1.0,100.0,0.0,0.0,4.304176993239941,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,49,2,6,57,0,0,0.0,1.9115691727387167,Tanzania,Manufacturing,Fabricated metal products,Mwanza,Small >=5 and <=19,Partnership
2.0,9.0,17.50439003707821,2013,0.0,0.0,100.0,0.0,0.0,1.9449322263420232,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,27,49,5,6,50,0,1,1.0,1.9115691727387167,Tanzania,Manufacturing,Fabricated metal products,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,7.0,15.607270193858982,2013,1.0,0.0,65.0,0.0,15.0,2.2296100276941404,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,49,2,6,35,0,0,0.0,1.7034990635452416,Tanzania,Manufacturing,Furniture,Mwanza,Small >=5 and <=19,Partnership
2.0,4.0,17.175885979828397,2013,1.0,1.0,40.0,40.0,2.0,4.293971494957099,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,49,5,6,50,0,1,1.0,1.327869530846659,Tanzania,Manufacturing,Garments,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,14.914123179965662,2013,0.0,0.0,80.0,0.0,0.0,1.8642653974957077,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,49,2,6,35,0,0,0.0,1.327869530846659,Tanzania,Manufacturing,Garments,Mwanza,Small >=5 and <=19,Partnership
2.0,2.0,14.731801689838349,2013,1.0,0.0,85.0,0.0,10.0,7.3659008449191745,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,49,2,6,35,0,1,1.0,1.0,Tanzania,Manufacturing,Furniture,Mwanza,Medium >=20 and <=99,Partnership
2.0,73.0,21.976028805727495,2013,0.0,1.0,88.0,0.0,0.0,0.30104149048941775,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,64,49,3,6,35,1,2,2.0,3.2400822970969947,Tanzania,Retail,Wholesale,Mwanza,Medium >=20 and <=99,Private Limited
2.0,2.0,17.034386422832473,2013,0.0,1.0,100.0,0.0,0.0,8.517193211416236,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,49,3,6,35,1,2,2.0,1.2134693704171244,Tanzania,Retail,Retail,Mwanza,Medium >=20 and <=99,Private Limited
2.0,42.0,15.894952224644102,2013,1.0,1.0,100.0,0.0,0.0,0.3784512434439072,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,49,3,6,44,0,0,0.0,1.2134693704171244,Tanzania,Retail,Retail,Mwanza,Medium >=20 and <=99,Private Limited
2.0,32.0,16.993564429978885,2013,0.0,1.0,60.0,40.0,0.0,0.5310488884368402,0.0,0.0,0.0,2.639057329615259,5.278114659230518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,49,3,6,58,1,2,3.0,1.2134693704171244,Tanzania,Retail,Retail,Mwanza,Medium >=20 and <=99,Private Limited
2.0,6.0,17.350447651360227,2013,0.0,1.0,100.0,0.0,0.0,2.8917412752267047,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,49,5,6,62,1,2,2.0,12.0757800150181,Tanzania,Retail,Retail,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,39.0,17.909855136853043,2013,0.0,1.0,100.0,0.0,0.0,0.45922705479110365,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,49,5,6,50,1,2,2.0,1.0,Tanzania,Manufacturing,Furniture,Mwanza,Medium >=20 and <=99,Sole Proprietorship
2.0,5.0,16.811242881518265,2013,1.0,0.0,40.0,50.0,10.0,3.362248576303653,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,49,5,6,35,0,1,1.0,1.0,Tanzania,Manufacturing,Furniture,Mwanza,Medium >=20 and <=99,Sole Proprietorship
2.0,6.0,15.738298435797553,2013,0.0,0.0,100.0,0.0,0.0,2.623049739299592,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,49,0,6,59,1,2,2.0,1.327869530846659,Tanzania,Manufacturing,Garments,Mwanza,Small >=5 and <=19,Limited Partnership
2.0,5.0,17.154832571369333,2013,1.0,1.0,95.0,0.0,5.0,3.430966514273867,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,49,5,6,44,0,1,1.0,1.7034990635452416,Tanzania,Manufacturing,Furniture,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,20.0,17.665431782949,2013,0.0,0.0,100.0,0.0,0.0,0.88327158914745,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,28,49,5,6,50,0,0,0.0,3.144172997283879,Tanzania,Manufacturing,Food,Mwanza,Medium >=20 and <=99,Sole Proprietorship
2.0,1.0,18.132998684833918,2013,0.0,0.0,100.0,0.0,0.0,18.132998684833918,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,32,49,5,6,57,0,0,0.0,24.53699637036135,Tanzania,Other services,Hotel and restaurants: section H,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,14.0,17.665431782949,2013,0.0,0.0,100.0,0.0,0.0,1.0507613899917814,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,49,5,6,35,0,0,0.0,1.327869530846659,Tanzania,Manufacturing,Garments,Mwanza,Small >=5 and <=19,Sole Proprietorship
2.0,30.0,17.50439003707821,2013,0.0,1.0,100.0,0.0,0.0,0.583479667902607,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,2,6,60,0,1,1.0,1.0,Tanzania,Manufacturing,Garments,Mbeya,Medium >=20 and <=99,Partnership
2.0,7.0,16.300417291085605,2013,0.0,1.0,100.0,0.0,0.0,2.328631041583658,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,30,47,5,6,50,0,1,1.0,1.6686458067591243,Tanzania,Manufacturing,Furniture,Mbeya,Small >=5 and <=19,Sole Proprietorship
2.0,9.0,16.118095750958314,2013,0.0,1.0,100.0,0.0,0.0,1.7908995278842572,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,55,47,5,6,50,0,1,1.0,1.0,Tanzania,Retail,Retail,Mbeya,Medium >=20 and <=99,Sole Proprietorship
2.0,5.0,15.201805169084134,2013,0.0,1.0,60.0,20.0,10.0,3.0403610338168265,0.0,0.0,0.0,2.639057329615259,5.278114659230518,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,31,47,5,6,35,0,1,1.0,1.0,Tanzania,Manufacturing,Garments,Mbeya,Medium >=20 and <=99,Sole Proprietorship
