idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1596074,104813,5,1,4,1,3,4,8,2,0,3,20,6,2025,10,35,2024,7,7,17,31,,,,,,3,,1,100,0,0,0,2,,2023,8,2023,2,2,2,,2,,,,2,,,,,,2,,2,,2,,,,-6,1,27.0,24.0,2,2,,-7,1,3,100,300000.0,Three hundred thousand,-7.0,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,1.0,3,3,3,,,,,,,,,,,,1,-4.0,3.0,3,-7,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,0,0,0,0,0,0,100,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,10,3.0,,0.0,-5.0,50,3.0,,15.0,1,1,2.0,2.0,2.0,,36,1,1,2,,-7.0,2,,2,,0.0,,2,,,1,21.0,2.0,3,2,0,0,0,0,0,1,0,0,4,0,1,2,4,14,11,9,4,12,10,13,7,6,8,2,5,15,1,3,11,14,11,9,4,12,10,13,7,6,8,2,5,15,1,3,8,-7,10.0,,,,,,0.0,0,3,5,2,,,,,,,1,0.0,0.0,0,5,0.0,3.0,2,,,2,,0,0,50,150.0,50,1.0,,150,50000,0.0,,,,0,20,6,2025,11,43,2,2,1,,,3,1,2,2,2,4630,4,1,5,0,124.68644,163.84499,333.2802,117
1596075,106423,5,2,3,1,2,3,8,2,0,1,29,6,2025,8,35,2024,7,7,17,45,,,,,,3,,1,100,0,0,0,2,,2020,8,2020,4,2,2,,2,,,,1,7.0,6.0,0.0,10.0,,1,30.0,2,,1,-6.0,2.0,800.0,2,1,20.0,24.0,2,2,,-7,4,2,100,4000000.0,Four million,650000.0,Six hundred fifty thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,4,,,,,,,,,,,,1,6.0,1.0,1,2,2,1,2,,,2,,2,,,,,,0.0,,,1,-6.0,2.0,3,2,,2,2,60,0,0,0,0,0,40,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,5.0,,,2,50,3.0,,4.0,0.0,50,3.0,,10.0,0,2,,,,,32,3,3,2,,-7.0,2,,2,,0.0,,2,,,1,2.0,2.0,4,3,0,2,0,2,0,3,2,0,3,4,0,0,3,5,7,2,15,14,1,12,6,11,9,8,13,10,4,3,1,5,7,2,15,14,1,12,6,11,9,8,13,10,4,3,1,1,1.0,,,,,,0.0,1,0,0,2,,,,,,,2,,,0,7,0.0,3.0,2,,,2,,0,0,-9,15000.0,-9,,,3500,1020000,0.0,,3500000.0,,10,29,6,2025,21,18,1,1,3,1.0,1.0,3,1,2,2,3,4721,3,2,5,0,42.242607,68.29549,211.63023,94
1596076,106436,7,2,1,1,3,1,200,2,0,1,4,6,2025,10,59,2024,7,7,17,40,,,,,,2,,1,100,0,0,0,2,,2013,30,2013,20,2,2,,2,,,,1,5.0,2.0,30.0,0.0,,1,10.0,2,,2,,,,1,1,3.0,6.0,1,2,,1,4,3,60,500000000.0,Five hundred million,350000000.0,Three hundred fifty million,,10,10,80,Saudi Arabia,1.0,5.0,6.0,4.0,6.0,20.0,1.0,2013.0,100,0,,,,,,,,,2,,3,3,3,3.0,1.0,2.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,-7.0,3,,,3,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,80,3.0,,7.0,0.0,50,3.0,,2.0,0,1,3.0,2.0,1.0,6.0,80,2,2,1,-5.0,,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,3,2,0,0,3,0,3,3,2,9,12,11,3,8,14,10,15,13,7,2,1,5,6,4,14,9,12,11,3,8,14,10,15,13,7,2,1,5,6,4,200,175,80.0,,,,,,120.0,150,30,20,2,,,,,,,2,,,0,40,30.0,6.0,2,,,1,-5.0,0,0,500,20000.0,300,1.0,,15000,61200000,12240000.0,,,,15,4,6,2025,12,3,2,4,1,,,4,1,1,1,2,4620,1,2,7,0,95.53483,127.1658,296.58783,25
1596077,106797,4,3,7,1,3,7,5,2,0,1,2,7,2025,17,33,2024,7,7,17,24,,,,,,3,,1,100,0,0,0,2,,2020,4,2021,11,2,2,,2,,,,2,,,,,,1,10.0,2,,2,,,,-7,1,12.0,24.0,2,1,1.0,1,4,4,100,5000000.0,Five million,1700000.0,One million seven hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,17.0,3.0,2,1,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,50,0,0,0,0,0,50,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,2,2,6.0,,,1,50,3.0,,0.0,-5.0,100,3.0,,-5.0,2,1,5.0,1.0,1.0,12.0,40,3,1,1,12.0,,1,2.0,1,20.0,0.0,,2,,,1,15.0,2.0,1,4,0,0,0,1,0,4,1,0,4,2,0,1,4,14,11,15,5,9,2,1,3,12,13,8,7,6,10,4,11,14,11,15,5,9,2,1,3,12,13,8,7,6,10,4,3,1,75.0,,,,,,0.0,2,0,1,2,,,,,,,1,0.0,0.0,0,15,5.0,1.0,2,,,2,,0,0,-7,,25000,5.0,,20000,507000,60840.0,,,,45,2,7,2025,18,32,2,2,1,,,4,1,2,2,3,4100,7,3,4,0,1.6172543,1.7354612,4.5126486,214
1596078,106875,6,3,3,1,3,3,47,1,0,1,22,7,2025,14,3,2025,7,7,17,2,2.0,2.0,,,1.0,3,,1,100,0,0,0,2,,1993,-9,1993,6,2,2,,2,,,,1,3.0,2.0,0.0,0.0,,1,5.0,1,2.0,2,,,,1,2,,,1,1,7.0,1,-9,51,42,20000000.0,twenty Million,23000000.0,twenty three Million,,100,0,0,,,,,,,,,,90,10,2.0,,,,,,,,2,,2,3,3,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,,1.0,3.0,1,0.0,1.0,3,2,2,2,1,2.0,Providing room services,2,,2,,25.0,506.0,3.0,,,,,2,,,3,2,,2,1,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,1,2,,-6.0,,2,50,4.0,Mobile money,0.0,0.0,60,4.0,Mobile money,-5.0,0,1,10.0,2.0,2.0,,35,3,3,2,,-7.0,1,1.0,1,21.0,0.0,,2,,,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,15,12,13,5,3,11,2,10,14,9,6,8,7,4,1,11,15,12,13,5,3,11,2,10,14,9,6,8,7,4,1,47,71,70.0,,,,,,27.0,10,37,0,1,,,,,27.0,,1,4.0,0.0,0,0,,,2,,,2,,0,0,-9,20000.0,700,1.0,,35000,3600000,180000.0,,,,10,22,7,2025,15,0,1,4,1,,,3,1,2,2,3,5510,3,3,6,0,1.1735632,1.4654924,3.7688992,105
1596079,107062,5,2,1,1,3,1,6,2,0,1,16,6,2025,10,48,2024,7,7,17,27,,,,,,3,,1,100,0,0,0,2,,2012,5,2011,15,2,2,,2,,,,2,,,,,,1,2.0,2,,2,,,,-6,2,,,2,1,5.0,2,4,3,100,4500000.0,Four million five hundred thousand,3850000.0,Three million eight hundred fifty thousand,,100,0,0,,,,,,,,,,0,100,1.0,China,1.0,4.0,6.0,10.0,8.0,2.0,2,,3,3,4,,,,,,,,,,,,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,70,0,0,30,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,30,3.0,,0.0,-5.0,70,3.0,,-5.0,0,2,,,,,48,1,2,1,15.0,,1,4.0,1,16.0,0.0,,1,1.0,2.0,1,1.0,2.0,2,0,2,2,0,0,4,0,1,0,3,2,2,2,1,8,3,7,1,11,14,12,13,2,6,5,10,9,15,4,11,8,3,7,1,11,14,12,13,2,6,5,10,9,15,4,6,6,60.0,,,,,,2.0,5,1,0,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,-9,1200.0,-9,,,500,576000,63360.0,,,,30,16,6,2025,11,29,1,1,1,,,4,1,1,1,2,4651,1,2,5,0,106.07119,140.38797,338.861,21
1596080,107197,5,2,7,1,2,7,6,2,0,1,25,5,2025,15,8,2024,7,7,17,46,,,,,,3,,1,100,0,0,0,2,,2024,5,2024,1,2,2,,2,,,,1,30.0,24.0,0.0,0.0,,1,100.0,2,,1,-5.0,2.0,0.0,-6,1,30.0,24.0,2,2,,-7,4,2,60,150000.0,One hundred fifty thousand,-7.0,,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,1,-7,2,1,2,,,2,,2,,,,,,1000.0,3.0,,2,,,3,1,500000.0,2,2,80,0,0,0,0,0,20,1,200000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,2,,,,,,,,,,,2,2,2,3.0,,,2,40,3.0,,0.0,-5.0,100,3.0,,-5.0,3,1,3.0,2.0,2.0,,4,1,1,2,,3.0,2,,2,,0.0,,2,,,1,3.0,2.0,3,3,0,3,4,4,3,4,2,0,2,3,2,4,4,11,13,7,2,9,6,1,8,12,10,4,15,14,3,5,5,11,13,7,2,9,6,1,8,12,10,4,15,14,3,5,3,-7,100.0,,,,,,0.0,3,0,0,2,,,,,,,2,,,6,3,0.0,5.0,2,,,2,,0,0,-7,,0,,,0,50000,0.0,,50000.0,,80,25,5,2025,16,1,2,2,1,,,4,1,2,2,4,4730,7,4,5,0,2.487987,3.2741122,6.0439706,219
1596081,107415,5,2,1,1,1,1,16,2,0,1,4,6,2025,13,29,2024,7,7,17,40,,,,,,3,,1,100,0,0,0,2,,2013,6,2013,15,2,2,,2,,,,1,5.0,2.0,30.0,5.0,,2,,2,,2,,,,1,1,4.0,6.0,2,2,,-7,4,1,90,3600000.0,Three million six hundred thousand,3000000.0,Three million,60.0,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,1,100000.0,20000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,6.0,,,1,50,3.0,,3.0,0.0,50,3.0,,2.0,0,1,2.0,2.0,1.0,8.0,40,3,3,1,-5.0,,2,,2,,0.0,,2,,,2,,,3,3,0,0,0,0,0,3,0,0,3,3,3,3,2,11,8,15,5,12,14,10,2,13,7,6,4,3,9,1,14,11,8,15,5,12,14,10,2,13,7,6,4,3,9,1,16,13,80.0,,12.0,4.0,0.0,4.0,,8,2,2,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,150,5000.0,40,1.0,,2000,1200000,180000.0,1000000.0,,5000000.0,15,4,6,2025,14,22,2,2,1,,,4,1,1,1,2,3100,1,2,5,0,106.07119,140.38797,338.861,21
1596082,107778,7,2,6,1,3,6,20,2,0,1,16,7,2025,15,24,2024,7,7,17,10,,,,,,4,,2,100,0,0,0,1,30.0,2008,100,2008,3,2,2,,1,75.0,2.0,1100000.0,1,8.0,4.0,30.0,0.0,,2,,2,,2,,,,2,1,4.0,6.0,2,2,,-7,-7,4,100,48000000.0,Fourty eight million,45000000.0,Fourty five million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,4,2,2.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,,1.0,1.0,1,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,,,,1,75.0,2.0,3,2,,2,2,0,100,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,99,3.0,,0.0,0.0,99,3.0,,0.0,0,1,4.0,2.0,1.0,4.0,72,1,1,-6,,,2,,1,30.0,0.0,,2,,,1,75.0,2.0,2,3,2,3,2,3,1,1,1,0,4,0,4,4,2,10,6,3,13,11,1,8,7,12,14,9,15,2,5,4,11,10,6,3,13,11,1,8,7,12,14,9,15,2,5,4,20,20,75.0,,,,,,13.0,6,14,0,1,,,,,8.0,,2,,,0,0,,,2,,,2,,0,0,-9,37000.0,-9,,,700,4800000,96000.0,,,,55,16,7,2025,16,24,1,2,1,,,1,1,2,2,4,4100,6,2,7,0,41.715034,55.515278,139.56625,193
1596083,107788,5,3,2,1,3,2,120,2,0,1,25,9,2025,13,44,2025,7,7,17,36,,,,,,2,,1,100,0,0,0,2,,2016,25,2016,10,2,2,,2,,,,1,6.0,3.0,30.0,0.0,,1,15.0,2,,2,,,,2,1,7.0,5.0,2,2,,1,4,3,80,300000000.0,Three hundred million,275000000.0,Two hundred seventy five million,,100,0,0,,,,,,,,,,25,75,1.0,China,1.0,3.0,3.0,2.0,6.0,30.0,2,,4,4,3,3.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,,1.0,-7.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,50,3.0,,0.0,0.0,50,3.0,,3.0,0,1,2.0,2.0,1.0,-5.0,300,3,3,-6,,,2,,2,,0.0,,2,,,2,,,0,0,0,1,0,3,2,2,1,0,4,0,1,1,2,12,11,6,10,1,4,14,15,8,5,13,7,2,9,3,11,12,11,6,10,1,4,14,15,8,5,13,7,2,9,3,120,116,75.0,,,,,,50.0,100,10,10,2,,,,,,,2,,,0,0,,,2,,,1,1.0,0,0,-9,2500.0,-9,,,1200,15000000,2000000.0,,,,22,25,9,2025,14,37,2,4,1,,,2,1,2,2,3,4630,2,3,5,0,9.692943,11.788277,33.421127,74
1596084,107793,5,3,5,1,3,5,10,2,0,1,5,8,2025,14,23,2025,7,7,17,6,,,,,,3,,1,100,0,0,0,1,100.0,2017,5,2017,8,1,2,,2,,,,1,5.0,2.0,1.0,0.0,,2,,2,,2,,,,1,2,,,2,2,,-7,3,3,100,22135458.0,Twenty-Two Million One Hundred Thirty-Five Thousand Four Hundred Fifty-Eight,18750309.0,Eighteen Million Seven Hundred Fifty Thousand Three Hundred Nine,,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,3,4,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,1,85,0,0,0,0,15,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,30,3.0,,0.0,-5.0,45,3.0,,-5.0,2,1,4.0,2.0,2.0,,60,3,2,2,,3.0,2,,2,,0.0,,2,,,1,3.0,2.0,3,1,1,2,1,1,2,1,0,1,1,3,3,4,3,14,7,8,6,1,13,12,4,15,11,10,3,9,5,2,14,14,7,8,6,1,13,12,4,15,11,10,3,9,5,2,10,9,75.0,,,,,,4.0,3,5,2,2,,,,,,,2,,,0,11,3.0,4.0,2,,,2,,2,2,400,2627.0,25,1.0,,1423,1138931,92400.0,,,,35,5,8,2025,15,39,2,2,1,,,2,1,2,2,2,4649,5,3,5,0,6.03236,7.2171144,18.767553,170
1596085,107820,5,1,2,1,2,2,5,2,0,2,23,7,2025,9,12,2024,7,7,17,42,,,,,,3,,1,100,0,0,0,2,,2022,3,2022,4,2,2,,2,,,,1,4.0,6.0,0.0,0.0,,2,,2,,2,,,,1,2,,,2,2,,-7,4,2,80,2500000.0,two million five hundred thousand,500000.0,five hundred thousand,,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,1,1.0,3,3,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,20.0,3.0,,2,,,4,2,,2,1,30,0,0,70,0,0,0,2,,,,,,,,,,,,,,,,,1,2,1,1.0,2025.0,1425000.0,1.0,2.0,2.0,2.0,1.0,2.0,1900000.0,1,1,1,,1.0,60.0,2,40,3.0,,0.0,0.0,70,3.0,,-5.0,1,1,2.0,2.0,2.0,,48,2,1,2,,-7.0,2,,2,,0.0,,2,,,1,1.0,2.0,4,4,0,0,1,2,0,1,0,0,0,0,3,4,4,5,13,15,11,7,8,14,6,1,12,3,9,10,4,2,1,5,13,15,11,7,8,14,6,1,12,3,9,10,4,2,5,3,80.0,,,,,,1.0,1,0,4,2,,,,,,,2,,,0,0,,,2,,,2,,0,1,-9,-9.0,-9,,,-9,70000,0.0,,2000000.0,,10,23,7,2025,10,7,1,2,1,,,2,1,2,2,3,4753,2,1,5,0,107.21271,143.04016,355.1606,48
1596086,108075,2,3,4,1,1,4,64,2,0,3,4,6,2025,8,32,2024,7,7,17,28,,,,,,4,,1,100,0,0,0,1,60.0,2024,34,2024,3,2,2,,1,-6.0,1.0,15000.0,1,12.0,4.0,0.0,10.0,,2,,2,,1,-6.0,2.0,3000.0,2,1,28.0,24.0,2,2,,2,2,1,80,15000000.0,Fifteen Million,-7.0,,70.0,100,0,0,,,,,,,,,,50,50,2.0,,,,,,,,2,,3,4,1,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,,4.0,3.0,1,-4.0,3.0,1,1,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,60,0,0,0,0,0,40,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,2,60,3.0,,0.0,0.0,95,3.0,,-5.0,5,1,5.0,1.0,2.0,,36,3,1,2,,3.0,1,2.0,2,,0.0,,1,14.0,2.0,1,1.0,2.0,4,4,0,2,0,2,0,4,2,2,4,2,0,0,1,1,2,7,6,13,4,8,14,12,11,15,3,9,10,5,11,1,2,7,6,13,4,8,14,12,11,15,3,9,10,5,64,-7,75.0,,45.0,19.0,40.0,9.0,,10,25,10,2,,,,,,,2,,,5,10,4.0,1.0,2,,,2,,2,3,-9,10000.0,-9,,,2100,1500000,100000.0,6000000.0,,3000000.0,35,4,6,2025,9,22,1,1,1,,,3,1,2,2,2,1410,4,3,2,0,1.0,1.0,1.649695,136
1596087,108241,5,3,6,1,2,6,19,1,0,1,13,8,2025,15,43,2025,7,7,17,1,3.0,1.0,1.0,1.0,,2,,1,100,0,0,0,2,,2012,8,2012,13,2,2,,1,90.0,2.0,50000.0,1,6.0,2.0,0.0,0.0,,1,20.0,2,,2,,,,2,1,8.0,24.0,2,2,,2,-7,2,55,37000000.0,Thirty seven million,31000000.0,Thirty one million,,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,4,4,4,,,,,,,,,,,,1,-4.0,3.0,2,2,2,2,2,,,2,,2,,,,,,600.0,3.0,,2,,,-9,2,,2,2,100,0,0,0,0,0,0,1,1500000.0,100000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,1,95,3.0,,0.0,0.0,99,3.0,,-5.0,0,1,9.0,1.0,1.0,12.0,61,1,1,-6,,,2,,2,,-9.0,,2,,,2,,,4,3,3,4,1,4,1,3,1,1,4,0,3,4,3,10,12,15,8,13,9,1,14,11,3,6,4,2,7,5,14,10,12,15,8,13,9,1,14,11,3,6,4,2,7,5,19,16,45.0,,,,,,7.0,8,7,4,2,,,,,,,1,0.0,0.0,0,0,,,2,,,2,,1,1,-9,5000.0,-9,,,800,2200000,200000.0,,25000000.0,,45,13,8,2025,16,45,1,2,1,,,1,1,2,2,3,4759,6,3,5,0,2.5120935,3.1299906,8.423674,201
1596088,108350,5,1,5,1,2,5,6,2,0,1,15,9,2025,9,13,2025,7,7,17,40,,,,,,3,,1,100,0,0,0,2,,2020,3,2020,5,2,2,,2,,,,1,8.0,2.0,30.0,0.0,,2,,2,,2,,,,2,1,7.0,4.0,2,2,,1,4,2,75,3000000.0,Three million,2800000.0,Two million eight hundred thousand,,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,3,2,2,2,2,,,2,,2,,,,,,24.0,3.0,,2,,,4,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,2.0,,,1,10,3.0,,0.0,0.0,20,3.0,,-9.0,0,1,2.0,2.0,1.0,-6.0,30,3,3,-6,,,2,,2,,0.0,,2,,,2,,,3,0,0,0,0,3,0,2,0,0,3,0,1,1,2,13,2,1,12,4,11,3,15,14,9,5,7,6,10,8,11,13,2,1,12,4,11,3,15,14,9,5,7,6,10,8,7,7,25.0,,,,,,4.0,4,2,1,2,,,,,,,2,,,0,0,,,2,,,2,,0,2,-9,1500.0,-9,,,750,500000,80000.0,,1200000.0,,20,15,9,2025,10,7,2,2,1,,,2,1,2,2,3,4711,5,1,5,0,128.63763,168.8346,384.5046,149
1596089,108708,5,1,2,1,2,2,6,2,0,2,8,9,2025,15,26,2025,7,7,17,4,,,,,,3,,1,100,0,0,0,2,,2019,5,2019,6,2,2,,2,,,,1,10.0,1.0,10.0,0.0,,2,,2,,2,,,,-6,2,,,2,2,,-7,4,2,90,5685000.0,Five million six hundred eighty five thousand,3210000.0,three million two hundred ten thousand,,100,0,0,,,,,,,,,,60,40,2.0,,,,,,,,1,2.0,4,3,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,50.0,3.0,,2,,,4,1,100000.0,2,2,50,0,0,50,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,35,3.0,,0.0,0.0,70,3.0,,-5.0,0,1,2.0,2.0,2.0,,30,1,1,2,,2.0,2,,2,,0.0,,2,,,2,,,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,12,13,15,9,11,2,6,8,14,7,1,5,10,4,3,1,12,13,15,9,11,2,6,8,14,7,1,5,10,4,3,3,3,,3.0,,,,,1.0,3,0,0,2,,,,,,,2,,,3,0,,,2,,,1,1.0,0,0,-9,-9.0,-9,,,-9,419680,41680.0,,3470000.0,,15,8,9,2025,16,13,1,1,1,,,2,1,2,2,4,4719,2,1,5,0,107.21271,143.04016,355.1606,48
1596090,108751,7,1,2,1,2,2,10,2,0,1,8,8,2025,11,54,2025,7,7,17,31,,,,,,4,,1,100,0,0,0,2,,2023,3,2022,4,2,2,,1,180.0,2.0,20000.0,1,15.0,3.0,0.0,,500000.0,1,20.0,2,,2,,,,1,1,13.0,12.0,2,2,,2,4,2,100,200000000.0,Two hundred million,100000000.0,One hundred million,,100,0,0,,,,,,,,,,0,100,1.0,Japan,1.0,7.0,0.0,7.0,0.0,20.0,2,,4,4,3,,,,,,,,,,,,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,200.0,3.0,,2,,,3,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,80,3.0,,1.0,0.0,80,3.0,,-5.0,3,1,1.0,2.0,1.0,4.0,144,1,1,2,,3.0,2,,2,,0.0,,1,5.0,2.0,1,2.0,2.0,0,0,0,0,0,2,3,1,0,1,1,0,1,2,2,12,11,9,4,13,10,1,5,3,14,15,2,7,6,8,7,12,11,9,4,13,10,1,5,3,14,15,2,7,6,8,7,6,80.0,,,,,,1.0,3,2,2,2,,,,,,,2,,,3,0,,,2,,,2,,0,0,300,3000.0,30,1.0,,1000,300000,50000.0,,150000000.0,,30,8,8,2025,12,23,1,2,1,,,2,1,2,2,4,4510,2,1,7,0,128.3413,172.20836,413.15442,52
1596091,109081,5,1,2,1,3,2,5,2,0,2,17,7,2025,14,14,2024,7,7,17,42,,,,,,3,,1,100,0,0,0,2,,2015,2,2015,10,2,2,,2,,,,2,,,,,,2,,2,,2,,,,1,1,12.0,24.0,2,2,,-7,-7,3,80,800000.0,eight hundred thousand,500000.0,five hundred thousand,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,3,2,2,1,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,80,0,0,0,0,20,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,4.0,,,2,80,3.0,,0.0,0.0,50,3.0,,-5.0,1,1,1.0,2.0,2.0,,48,3,1,2,,-7.0,2,,2,,0.0,,2,,,1,1.0,2.0,3,1,1,0,0,1,0,3,0,1,3,2,1,2,3,14,8,3,6,12,13,9,7,2,11,15,4,1,10,5,1,14,8,3,6,12,13,9,7,2,11,15,4,1,10,5,4,2,40.0,,,,,,1.0,1,0,3,2,,,,,,,2,,,1,0,,,2,,,2,,0,2,100,5000.0,25,1.0,,800,150000,0.0,,,,10,17,7,2025,14,59,1,2,1,,,2,1,2,2,5,4620,2,1,5,0,107.21271,143.04016,355.1606,48
