idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,b1_RWA
1188716,4050,1,3,2,1,0,0,1,56,3,2,128,2,0,1,5,7,2023,13,49,2022,12,31,33,Int17RWA,,,,,,3,,1,100,0,0,0,2,,2015,7,2015,15,2,2,,1,-6.0,1.0,450000.0,10,1,6.0,3.0,10.0,20.0,,2,,2,,,,240,1.0,,2,,,,,1,1,11.0,280000.0,2,,,,,4,4,51,60.0,1000.0,3.0,,100,286048364.0,two hundred and eighty-six million forty-eight thousand three hundred and sixty-four,,,201392186.0,two hundred and one million three hundred and ninety-two thousand one hundred and eighty-six,35,0,65,United Kingdom,1.0,12.0,,15.0,,5.0,2.0,,,,2020.0,95,5,2.0,,,,,,,,3,-7,2,,4,4,-7.0,2.0,,2.0,,,,1.0,1.0,-7.0,-7.0,3,-4,,,2,2,1,-7,2,,0,2,,,,2,,,2,,,2,,,2,,,,,,1,1,15000000.0,2,2,80,20,0,0,0,1,16000000.0,8000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,1,1.0,2022.0,8000000.0,1.0,1.0,2.0,2.0,2.0,2.0,10000000.0,1.0,6000000.0,2,4,3.0,,,,2,70,2.0,0.0,1.0,-9.0,60,1.0,1.0,4,4,40,2,,,,,2,,48.0,2,2,2,,3.0,2,,2,,,200000.0,2,,,2,,,1,0,0,0,2,0,0,3,6,5,2,1,7,4,7,7,,,1,6,0,,,0.0,,5.0,1,,,,,,0.0,0,,,2,,,108,101,81.0,1.0,2,,,2,,0,0,1,3,14,12,2,11,7,10,15,8,6,13,5,9,1,4,28000036.0,3626800.0,120000,0,180000,,,,,,16,6,7,7,2023,20,6,1,1,3,3.0,18.0,2,2,2,3,5610,2,3,1,0,1.0,1.0,1.0,30,3
1188717,4054,1,1,2,1,1,0,1,14,1,2,5,2,0,1,20,1,2024,14,42,2023,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,1,100.0,2006,1,2012,18,1,2,,1,7.0,2.0,56000.0,95,1,1.0,0.0,20.0,1.0,,2,,2,,,,15,1.0,,1,2.0,1.0,1.0,,1,2,,,-7,,,,,2,3,1,,,,,100,15000000.0,fifteen million,13500000.0,thirteen millions and five hundred thousand,14610000.0,fourteen million six hundred and ten thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,,,,,,,,,,,,1,-4,3.0,,2,1,1,1,2,,2,1,1.0,Started new models; adding beads to women clothes and covering the buttons,We introduced new models and attached beads to the new designs. We had to buy a specific machine to do the designs and cover the buttons (new style),1,sewing of uniforms of choirs and school,"Before, choir groups and schools were not part of our clients but when they started giving orders, we had to start a specific production line for these orders thus extra staff and new sewing machines",2,,80.0,1,30.0,2.0,2,,,,,,4,1,500000.0,2,2,100,0,0,0,0,1,800000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,5.0,,,,2,70,5.0,0.0,1.0,25000.0,50,5.0,1.0,4,4,0,1,2.0,2.0,1.0,4.0,1,,16.0,1,1,-7,,,2,,1,45.0,0.0,,2,,,2,,,4,3,0,0,0,0,0,7,1,5,2,6,4,3,5,5,4.0,1.0,4,0,0,3.0,1.0,,,4.0,2,,,,,,,1,1.0,,2,,,0,0,,,2,,,2,,0,0,1,12,1,5,11,6,15,14,10,4,9,13,7,2,3,8,3600000.0,0.0,360000,120000,0,7200000.0,,3300000.0,6800000.0,82000000.0,3,3,20,1,2024,16,24,2,4,1,,,2,2,1,3,1410,2,1,1,0,10.229357,11.394668,14.2633915,19,3
1188718,4078,1,3,2,1,0,0,1,10,1,2,112,2,0,1,24,1,2024,17,14,2023,12,31,33,Int21RWA,,,,,,4,,1,100,0,0,0,1,20.0,2015,5,2015,10,2,1,Rainforest alliance,2,,,,3503,1,3.0,3.0,0.0,5.0,,2,,2,,,,-9,,,2,,,,,1,2,,,2,,,,,4,1,1,,,,,60,610015235.0,six hundred and ten million fifteen thousand two hundred and thirty-five,450520032.0,Four hundred fifty million five hundred twenty thousand thirty two,401360141.0,four hundred and one million three hundred and sixty thousand one hundred and forty-one,0,0,100,Kenya,2.0,14.0,,20.0,,3.0,1.0,30.0,,10.0,2020.0,5,95,2.0,,,,,,,,1,2,2,,4,4,2.0,2.0,,1.0,1.0,6.0,2.0,1.0,1.0,2.0,3.0,3,17,,,2,2,3,1,1,2.0,2,1,1.0,Packaging,We introduced pocket friendly and small sized packaging to allow each customer to get his/her product of choice,1,Introduction of small machines for specific tasks,"The big machines processes from start to end but took time to complete, we bought small machines to do specific tasks so as to reduce the processing time per item line",2,,70.0,2,,,2,,,,,,1,1,5.0,2,2,45,35,0,20,0,1,48030000.0,12630000.0,50.0,,30.0,,0.0,,0.0,,20.0,,0.0,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,6.0,,,,1,10,1.0,0.0,5.0,20200.0,15,1.0,5.0,3,2,20,2,,,,,1,,24.0,1,1,1,22.0,,2,,2,,0.0,,2,,,2,,,1,2,0,3,4,0,4,4,2,6,7,1,3,5,112,96,4.0,108.0,1,1,2,3.0,89.0,,90.0,,1,,3.0,,89.0,,2.0,4,4.0,,1,30.0,14.0,800,688,402.0,6.0,2,,,1,-5.0,1,0,15,15,2,4,1,13,3,11,6,9,5,12,10,14,8,7,120500200.0,10632583.0,45000000,0,720000,60032000.0,,154623200.0,14012000.0,300000000.0,30,10,24,1,2024,18,50,1,1,1,,,3,2,2,3,1079,2,3,1,0,1.0,1.0,1.0,30,4
1188719,4081,1,2,2,1,1,1,1,10,1,2,24,2,0,1,19,6,2023,14,18,2022,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,2,,2016,11,2016,12,2,2,,2,,,,-9,2,,,,,,2,,2,,,,-9,,,2,,,,,2,2,,,-7,,,,,-9,2,1,,,,,100,250000000.0,two hundred and fifty million,-9.0,,200000000.0,two hundred million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,2,-7,2,,-7,-7,-7.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-7.0,-7.0,2,-4,2.0,,2,2,1,2,-9,,-7,1,2.0,we have new service of delivering of our product in whole contries,before our client come to our shop only,1,new service to deliver our product to our client.,before we no deliver service for our client.,1,750000.0,60.0,2,,,-7,,,,,,-7,2,,2,2,60,40,0,0,0,2,,,,,,,,,,,,,,,2.0,,,1,2,1,1.0,2021.0,30000000.0,1.0,2.0,2.0,2.0,1.0,2.0,58000000.0,1.0,21000000.0,2,-9,,,,,2,80,1.0,2.0,-9.0,-9.0,55,1.0,1.0,2,-7,1,1,6.0,2.0,1.0,3.0,3,48.0,,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,3,1,0,0,-7,-7,1,7,3,1,2,4,5,6,22,18,19.0,3.0,5,12,2,3.0,0.0,,,10.0,1,-9.0,,-9.0,,,3.0,2,2.0,,2,,,0,25,18.0,6.0,2,,,2,,0,0,8,14,3,5,2,4,15,11,10,13,12,6,9,8,7,1,120000000.0,3200000.0,250000,-9,-9,-9.0,,-9.0,-9.0,-9.0,-9,-9,19,6,2023,16,4,2,2,1,,,2,2,2,3,1079,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188720,4083,1,3,2,1,1,0,1,10,1,2,134,2,0,1,24,1,2024,14,15,2023,12,31,33,Int21RWA,,,,,,4,,2,100,0,0,0,2,,2017,2,2015,30,2,1,Iso and Rainforest alliance,2,,,,104480,1,4.0,0.0,30.0,30.0,,2,,2,,,,-9,,,2,,,,,1,2,,,2,,,,,4,1,1,,,,,100,1462835860.0,one billion four hundred and sixty-two million eight hundred and thirty-five thousand eight hundred and sixty,995632550.0,nine hundred ninety five million six hundred thirty two thousand five hundred fifty.,975856630.0,nine hundred and seventy-five million eight hundred and fifty-six thousand six hundred and thirty,0,0,100,Kenya,2.0,1.0,,3.0,,3.0,2.0,,,,2017.0,100,0,,,,,,,,,1,1,2,,4,4,2.0,2.0,,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,3,16,,,1,2,3,1,1,2.0,0,2,,,,2,,,2,,80.0,2,,,1,3.0,56300.0,,,,0,2,,1,1,85,15,0,0,0,1,26855500.0,9563800.0,70.0,,25.0,,5.0,,0.0,,0.0,,0.0,,1.0,255268500.0,220563200.0,1,2,1,1.0,2020.0,60855000.0,1.0,1.0,2.0,2.0,1.0,2.0,120000000.0,2.0,26852000.0,2,1,,1.0,82500.0,5.0,1,80,1.0,0.0,5.0,85000.0,80,1.0,5.0,1,3,30,1,2.0,2.0,1.0,3.0,3,,4.0,1,1,2,,1.0,2,,2,,0.0,,2,,,2,,,1,1,1,0,0,0,2,5,2,3,4,7,1,6,134,101,5.0,129.0,2,1,2,3.0,129.0,,90.0,,1,30.0,,60.0,,30.0,,33,33.0,,1,4.0,2.0,3115,2981,1520.0,6.0,2,,,2,,0,0,13,1,2,8,11,14,12,6,13,15,3,4,10,5,9,7,96250000.0,12685490.0,13000000,0,155200,27510370.0,,86253400.0,10912580.0,592363000.0,40,38,24,1,2024,15,49,2,4,1,,,3,2,2,3,1079,2,3,1,0,1.0,1.0,1.0,30,4
1188721,4100,1,2,2,1,0,0,1,45,3,2,56,2,0,1,26,6,2023,15,14,2022,12,31,33,Int13RWA,,,,,,3,,1,100,0,0,0,2,,2000,20,2000,23,2,2,,2,,,,500,1,5.0,3.0,25.0,5.0,,1,20.0,2,,,,200,1.0,,2,,,,,1,2,,,2,,,,,3,1,3,,,,,100,250000000.0,two hundred and fifty million,,,100000000.0,one hundred million,50,50,0,,,,,,,,,,,,2010.0,100,0,,,,,,,,,1,1,1,2.0,4,4,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2,-4,,75.0,2,2,1,-6,2,,0,1,1.0,we starting drying coffer,before we have caffee and we buy it whiout sec,1,we provided new woshing coffee station in different area of countrie.,it facilitaties to reduce damage of coffee in rural area.,2,,,2,,,2,,,,,,1,2,,2,1,60,40,0,0,0,1,50000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,1,2,1,1.0,2021.0,150000000.0,1.0,1.0,2.0,2.0,1.0,2.0,250000000.0,3.0,170000000.0,2,4,5.0,,,,1,25,1.0,0.0,1.0,20000.0,60,5.0,1.0,1,4,2,1,12.0,2.0,1.0,2.0,1,,36.0,1,1,-6,,,2,,2,,0.0,,2,,,2,,,1,1,1,0,0,0,0,7,4,6,5,2,1,3,56,40,,,40,16,0,,,20.0,50.0,,2,,,,,,,0,,,2,,,20,10,5.0,3.0,2,,,1,2.0,1,0,3,7,4,14,9,1,13,3,5,8,11,12,2,10,15,6,12000000.0,3000000.0,5000000,600000,300000,,,,,,30,3,26,6,2023,16,32,1,2,1,,,2,2,2,3,4540,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188722,4107,1,1,2,1,0,0,1,10,1,1,6,2,0,1,23,1,2024,10,34,2023,12,31,33,Int13RWA,,,,,,2,,2,0,100,0,0,2,,2020,5,2020,7,2,2,,2,,,,320,1,8.0,2.0,30.0,1.0,,1,30.0,2,,,,300,1.0,,2,,,,,2,1,5.0,25000.0,1,5.0,,0.0,,3,2,1,,,,,100,210000000.0,two hundred and ten million,180000000.0,one hundred eighty million,209980000.0,two hundred and nine million nine hundred and eighty thousand,5,95,0,,,,,,,,,,,,2022.0,100,0,,,,,,,,,3,2,2,,4,4,,,,,,,,,,,,3,-4,,,2,2,1,2,2,,0,1,2.0,Manufacturing and packaging of roasted coffee,Before all the green coffee beans were for export but we introduced roasted coffee for the local market and packaged it in 250 gm pack,1,Coffee harvest sites,We have built harvest sites in different areas of our zone where farmers take their harvest. This reduces the burden of bringing the harvest to the station and it keeps the freshness of the harvest,2,,60.0,2,,,2,,,,,,0,2,,2,2,10,90,0,0,0,2,,,,,,,,,,,,,,,2.0,,,1,2,1,4.0,2021.0,101000000.0,2.0,,,,,,,1.0,59000000.0,2,4,6.0,,,,2,100,1.0,0.0,1.0,90000.0,30,1.0,0.0,3,4,0,1,2.0,2.0,1.0,4.0,3,,12.0,1,1,-6,,,2,,2,,0.0,,2,,,2,,,1,0,0,0,0,0,0,4,2,5,1,6,7,3,6,5,4.0,2.0,4,0,0,2.0,0.0,,100.0,,2,,,,,,,0,,,2,,,20,50,20.0,1.0,2,,,1,2.0,1,0,1,1,12,8,3,13,14,10,5,11,4,15,2,6,7,9,26000000.0,4000000.0,1200000,250000,360000,135000000.0,,14000000.0,116000000.0,1200000000.0,3,18,23,1,2024,12,24,2,4,2,1.0,57.0,2,1,1,3,1079,2,1,1,0,10.229357,11.394668,14.2633915,19,2
1188723,4118,1,2,2,1,0,0,1,14,1,2,30,1,0,1,20,6,2023,11,14,2022,12,31,33,Int15RWA,3.0,1.0,1.0,1.0,,3,,1,100,0,0,0,2,,2014,24,2014,9,2,2,,2,,,,-9,2,,,,,,1,100.0,2,,,,-9,,,2,,,,,2,2,,,-7,,,,,-9,2,1,,,,,100,20000000.0,twenty million,-9.0,,15000000.0,fifteen million,80,20,0,,,,,,,,,,,,2015.0,100,0,,,,,,,,,0,-7,2,,4,3,-7.0,2.0,,1.0,3.0,1.0,1.0,2.0,,-7.0,-7.0,2,-4,,80.0,2,2,1,2,1,2.0,-7,1,2.0,we add new tecnologies machine to increase good qualities of our production.,this method is not new for another industy but for us is new.,1,this method is provide quantity and good qualities in our markets.,which is different than before because we have low quantity before using this machine.,2,,68.0,1,14.0,2.0,2,,,,,,1,2,,2,2,25,75,0,0,0,1,30000000.0,3500000.0,45.0,,15.0,,40.0,,0.0,,0.0,,0.0,,2.0,,,1,2,2,1.0,2023.0,300000000.0,1.0,2.0,2.0,2.0,1.0,2.0,500000000.0,1.0,0.0,2,2,,-6.0,,,2,95,1.0,2.0,-9.0,-9.0,98,1.0,-9.0,1,4,0,1,4.0,2.0,1.0,2.0,3,,-9.0,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,1,6,4,1,2,5,7,3,30,21,25.0,5.0,7,13,5,3.0,1.0,,,9.0,2,,,,,,,0,,,2,,,30,82,65.0,1.0,2,,,2,,0,0,8,10,8,4,2,5,1,3,11,12,15,7,13,14,6,9,11000000.0,1500000.0,300000,0,0,-9.0,,-9.0,-9.0,-9.0,1,1,20,6,2023,13,5,2,4,1,,,2,2,2,3,1410,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188724,4122,1,1,2,1,0,1,1,11,1,2,18,2,0,1,22,6,2023,11,11,2022,12,31,33,Int17RWA,,,,,,3,,1,100,0,0,0,2,,2018,12,2018,5,2,2,,2,,,,100,1,4.0,1.0,30.0,20.0,,2,,2,,,,160,1.0,,1,4.0,6.0,15.0,,2,2,,,-7,,,,,4,1,1,,,,,100,64800000.0,sixty-four million eight hundred thousand,43200000.0,forty-three million two hundred thousand,16200000.0,sixteen million two hundred thousand,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,2,0,2,,4,4,,,,,,,,,,,,2,-4,,30.0,2,2,3,1,2,,0,2,,,,1,packaging with cans,this product is new in our industry,2,,60.0,1,45.0,1.0,2,,,,,,1,2,,2,2,70,25,0,5,0,1,18000000.0,0.0,,10000000.0,,0.0,,8000000.0,,0.0,,0.0,,0.0,2.0,,,1,2,1,1.0,2022.0,8000000.0,1.0,1.0,2.0,2.0,2.0,2.0,12000000.0,1.0,6400000.0,2,2,,1.0,,,1,30,1.0,0.0,1.0,2.0,40,1.0,1.0,1,4,20,1,3.0,1.0,1.0,1.0,2,24.0,,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,2,1,1,0,1,0,0,7,5,2,6,4,3,1,18,10,16.0,2.0,4,2,10,2.0,2.0,,,6.0,2,,,,,,,0,,,2,,,0,0,,,2,,,1,1.0,4,0,3,3,1,2,15,11,12,8,14,13,5,4,10,9,7,6,12000000.0,0.0,1200000,3024000,0,32580000.0,,10380000.0,28720000.0,100000000.0,18,18,25,6,2023,8,50,1,2,1,,,2,2,2,3,1102,2,1,1,0,10.229357,11.394668,14.2633915,19,3
1188725,4126,3,1,2,1,0,0,1,14,1,2,8,2,0,1,11,6,2023,17,18,2022,12,31,33,Int6RWA,,,,,,3,,1,100,0,0,0,2,,2022,2,2019,10,2,2,,2,,,,20,1,90.0,0.0,20.0,1.0,,2,,2,,,,-9,,,2,,,,,2,2,,,-7,,,,,4,3,1,,,,,90,1500000.0,one million five hundred thousand,-7.0,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,,,,,,,,,,,,1,10,,10.0,2,2,1,2,2,,1,1,1.0,improved tailoring,new clothes version at the market,2,,,2,,70.0,2,,,2,,,,,,3,2,,2,2,60,0,20,0,20,2,,,,,,,,,,,,,,,1.0,75000.0,0.0,2,2,4,,,,,,,,,,,,,1,4,1.0,,,,2,50,5.0,1.0,1.0,2000.0,1,5.0,1.0,1,4,1,2,,,,,1,,30.0,1,1,2,,3.0,1,2.0,1,90.0,0.0,,2,,,2,,,4,0,0,-9,0,0,3,5,6,2,7,4,3,1,4,-7,3.0,1.0,3,0,0,0.0,0.0,,,1.0,2,,,,,,,0,,,2,,,0,2,1.0,2.0,2,,,2,,0,0,6,5,13,15,1,4,6,14,2,12,11,10,3,8,7,9,800000.0,0.0,6000,0,84000,-9.0,,-7.0,-7.0,-9.0,0,3,11,6,2023,18,31,2,2,1,,,1,2,2,3,1410,2,1,3,0,10.81338,11.744328,14.36905,23,3
1188726,4142,1,3,2,1,0,0,1,10,1,2,427,1,0,1,6,9,2023,15,18,2022,12,31,33,Int3RWA,15.0,1.0,2.0,1.0,,3,,1,100,0,0,0,2,,1983,8,1990,33,2,1,ISO 22000,2,,,,20334,1,3.0,0.0,20.0,2.0,,1,2.0,2,,,,8874,1.0,,1,1.0,1.0,0.0,,1,1,15.0,3258000.0,1,3.0,,1.0,,4,2,1,,,,,100,11000000000.0,eleven billion,10500000000.0,ten billion five hundred million,8000000000.0,eight billion,80,0,20,United States of America,2.0,3.0,,30.0,,10.0,1.0,3.0,,-9.0,1999.0,60,40,1.0,Egypt,1.0,3.0,,25.0,,10.0,0,2,2,,4,3,-7.0,1.0,2.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,3.0,2,10,,0.0,2,2,3,1,2,,0,1,1.0,Our target is to produce and take to the market a new product,we have to produce a new product every single Year,1,We introduce online services,We extend internet and install new website for selling,2,,100.0,1,15.0,2.0,1,15.0,670000.0,,,,2,2,,1,1,52,28,0,20,0,1,60538690.0,125809600.0,0.0,,0.0,,100.0,,0.0,,0.0,,0.0,,1.0,41000000.0,0.0,1,1,1,1.0,2023.0,215000000.0,1.0,1.0,2.0,2.0,2.0,2.0,800000000.0,5.0,800000000.0,2,3,,1.0,385000.0,25.0,2,20,5.0,0.0,1.0,3500000.0,20,1.0,1.0,3,3,28,1,1.0,1.0,1.0,20.0,3,,45.0,1,1,1,-5.0,,2,,2,,0.0,,1,45.0,2.0,2,,,1,2,2,0,0,2,2,4,5,6,2,3,7,1,432,312,340.0,92.0,80,160,100,340.0,92.0,,80.0,,1,100.0,,100.0,,45.0,,4,4.0,,1,2.0,2.0,58,58,36.0,4.0,2,,,1,1.0,1,1,1,11,5,14,2,3,7,8,6,13,12,15,9,10,1,4,67448712.0,5323153.0,119193992,3120927,41166035,6000000000.0,,64444241.0,50975362.0,-9.0,50,3,6,9,2023,17,37,1,1,2,2.0,19.0,1,2,2,3,1079,2,3,1,0,1.0,1.0,1.0,30,3
1188727,4147,1,2,2,1,0,1,1,23,1,2,98,2,0,1,17,6,2023,17,28,2022,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,2,,2016,25,2016,10,2,2,,2,,,,-9,-9,,,,,,2,,2,,,,-9,,,2,,,,,2,2,,,-7,,,,,-9,-7,1,,,,,95,36000000.0,thirty-six million,28000000.0,twenty-eight million,12000000.0,twelve million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,3,-7,2,,-7,-7,-7.0,2.0,,1.0,2.0,1.0,1.0,2.0,,-7.0,-7.0,2,-4,,90.0,2,2,1,2,2,,-7,1,2.0,manufacturing of clay kichein material,before we manufacturing only bricks on clay,1,manufacturing different types material in clays,modernize of our clays manufacturing,2,,65.0,2,,,2,,,,,,-7,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,2.0,,,,2,75,5.0,0.0,1.0,-9.0,75,5.0,1.0,3,-7,0,1,5.0,2.0,1.0,2.0,3,-9.0,,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,1,0,-7,0,0,-7,0,7,1,5,3,4,2,6,98,45,75.0,23.0,7,58,10,35.0,15.0,,,12.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,1,1,3,9,10,13,8,15,2,11,12,14,7,4,5,6,21000000.0,1500000.0,-9,-9,-9,2500000.0,,650000.0,1200000.0,-9.0,1,-9,17,6,2023,20,0,2,4,1,,,2,2,2,3,2393,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
1188728,4182,2,1,2,1,0,1,1,47,2,2,10,2,0,1,9,6,2023,15,38,2022,12,31,33,Int6RWA,,,,,,3,,1,100,0,0,0,2,,2022,30,2017,12,2,2,,2,,,,1,2,,,,,,2,,2,,,,-9,,,2,,,,,2,2,,,2,,,,,-9,-7,2,,,,,70,2000000.0,two million,,,-7.0,,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,-7,2,,4,3,,,,,,,,,,,,1,32,,50.0,2,1,1,2,2,,1,2,,,,2,,,2,,,2,,,2,,,80.0,3.0,,4,2,,2,2,45,0,55,0,0,2,,,,,,,,,,,,,,,,,,2,2,4,,,,,,,,,,,,,1,4,7.0,,,,2,100,5.0,0.0,1.0,15000.0,10,5.0,1.0,4,4,5,1,1.0,1.0,2.0,,1,32.0,,1,2,-7,,,2,,2,,0.0,,2,,,2,,,0,0,3,1,1,0,0,4,3,5,6,7,2,1,15,-7,,,5,0,10,,,4.0,,3.0,2,,,,,,,0,,,2,,,0,0,,,2,,,1,-5.0,0,0,1,15,8,11,6,14,13,7,3,12,2,5,9,10,1,4,1400000.0,0.0,0,0,0,,-9.0,,,,0,9,9,6,2023,16,14,2,2,1,,,1,2,2,3,4799,2,1,2,0,1.5036922,1.7530725,2.3210278,21,3
1188729,4203,1,2,2,1,0,1,1,56,3,2,36,2,0,1,17,6,2023,10,56,2022,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,2,,2015,17,2015,15,2,2,,2,,,,-9,2,,,,,,2,,2,,,,-9,,,2,,,,,2,2,,,2,,,,,-9,3,6,,,,,100,140000000.0,one hundred and forty million,,,120000000.0,one hundred and twenty million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,-7,2,,-7,-7,-7.0,2.0,,1.0,2.0,1.0,1.0,2.0,,-7.0,-7.0,1,-9,,-9.0,2,2,3,2,-9,,-7,1,2.0,we add machine for medical to avid insect to increase our production,before we haven't.,2,,,2,,,2,,,2,,,,,,-7,2,,2,2,0,0,0,100,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,4,2.0,,,,2,100,1.0,0.0,0.0,1000.0,100,1.0,-9.0,3,-9,0,2,,,,,1,-9.0,,1,2,2,,3.0,2,,2,,,0.0,2,,,2,,,0,1,0,0,0,-7,0,2,4,5,1,7,3,6,17,17,,,4,12,1,,,4.0,,8.0,2,,,,,,,19,19.0,,2,,,0,0,,,2,,,1,1.0,1,0,1,8,12,7,13,9,3,14,15,11,5,6,4,2,1,10,52450000.0,350000.0,25000,0,0,,,,,,-9,-9,17,6,2023,12,55,2,4,1,,,2,2,2,3,5630,2,2,1,0,1.203874,1.3277154,1.6593897,25,3
