firm_size_num,employees_now,employment_growth_rate,emp_growth_available,log_sales,capacity_util_pct,has_loan_bin,needs_finance_bin,credit_constrained,pct_internal_finance,pct_bank_finance,pct_supplier_finance,is_exporter,manager_female,manager_university,survey_year,mgmt_quality_score,infra_stress_score,obstacle_electricity_score,obstacle_finance_score,obstacle_informality_score,obstacle_workforce_score,obstacle_corruption_score,obstacle_transport_score,obstacle_customs_score,broad_sector_encoded,detailed_sector_encoded,region_encoded,legal_status_clean_encoded,country_encoded,biggest_obstacle_encoded,at_risk,distress_level,distress_signal_count,survey_weight,country,broad_sector,detailed_sector,region,firm_size,legal_status_clean
2.0,9.0,0.0,1,17.72753358339242,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.5714285714285716,3.0,1.0,4.0,1.0,3.0,3.0,3.0,4,52,36,5,7,50,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,"Publishing, printing, and Recorded media",Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,12.0,0.2,1,18.846912995651394,95.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.5714285714285716,3.0,2.0,4.0,1.0,3.0,2.0,3.0,4,30,36,5,7,50,0,1,1.0,1.6314908638160104,Uganda,Manufacturing,Furniture,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,16.0,0.45454545454545453,1,18.846912995651394,99.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.5714285714285716,3.0,2.0,4.0,0.0,3.0,3.0,3.0,4,27,36,5,7,37,0,0,0.0,1.6314908638160104,Uganda,Manufacturing,Fabricated metal products,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,12.0,0.3333333333333333,1,19.11382792951231,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,2013,0.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,4,27,36,5,7,59,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Fabricated metal products,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,30.0,0.07142857142857142,1,18.846912995651394,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.142857142857143,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4,19,36,0,7,50,0,1,1.0,1.6314908638160104,Uganda,Manufacturing,Chemicals,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,12.0,-0.14285714285714285,1,18.683045016112164,80.0,0.0,1.0,1.0,85.0,0.0,15.0,0.0,0.0,0.0,2013,0.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,4,27,36,0,7,59,1,2,2.0,1.6314908638160104,Uganda,Manufacturing,Fabricated metal products,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,50.0,-0.13793103448275862,1,18.846912995651394,100.0,0.0,1.0,1.0,75.0,0.0,20.0,1.0,0.0,0.0,2013,0.0,2.142857142857143,3.0,2.0,3.0,1.0,3.0,1.0,2.0,4,19,36,5,7,50,1,2,2.0,1.6314908638160104,Uganda,Manufacturing,Chemicals,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,1200.0,0.029411764705882353,0,18.846912995651394,100.0,0.0,1.0,1.0,40.0,60.0,0.0,0.0,1.0,0.0,2013,0.0,2.4285714285714284,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4,52,36,4,7,56,0,1,1.0,1.6084577124742134,Uganda,Manufacturing,"Publishing, printing, and Recorded media",Kampala,Large >=100,Public Company
2.0,12.0,0.2,1,18.36938746009113,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.2857142857142858,0.0,1.0,2.0,1.0,2.0,2.0,1.0,8,55,36,5,7,59,0,1,1.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,50.0,0.0,1,18.36938746009113,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.2857142857142856,3.0,4.0,2.0,0.0,2.0,2.0,3.0,8,55,36,0,7,59,0,1,1.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Limited Partnership
2.0,7.0,0.0,1,18.36938746009113,100.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,2013,0.0,0.7142857142857143,0.0,1.0,0.0,1.0,2.0,1.0,0.0,8,55,36,0,7,53,0,1,1.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Limited Partnership
2.0,16.0,0.029411764705882353,0,18.36938746009113,85.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.5714285714285714,2.0,4.0,0.0,4.0,0.0,1.0,0.0,8,55,36,0,7,58,0,0,0.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Limited Partnership
2.0,7.0,0.0,1,18.683045016112164,60.0,0.0,1.0,1.0,70.0,0.0,30.0,0.0,0.0,0.0,2013,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,7,55,36,5,7,59,0,1,1.0,1.5609874971518278,Uganda,Other services,Retail,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,18.683045016112164,40.0,0.0,1.0,1.0,80.0,0.0,20.0,0.0,1.0,0.0,2013,0.0,1.1428571428571428,1.0,1.0,2.0,0.0,2.0,1.0,1.0,7,32,36,5,7,59,1,2,2.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,12.0,0.029411764705882353,0,18.683045016112164,95.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,2013,0.0,1.1428571428571428,1.0,1.0,2.0,1.0,2.0,0.0,1.0,7,32,36,5,7,62,0,0,0.0,1.6874472437565329,Uganda,Other services,Hotel and restaurants: section H,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,8.0,0.0,1,18.683045016112164,50.0,0.0,1.0,1.0,80.0,0.0,7.0,0.0,1.0,0.0,2013,0.0,1.2857142857142858,2.0,2.0,2.0,0.0,2.0,1.0,0.0,7,32,36,5,7,59,1,2,2.0,1.6874472437565329,Uganda,Other services,Hotel and restaurants: section H,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,51.0,-0.019230769230769232,1,18.683045016112164,80.0,0.0,1.0,1.0,20.0,0.0,80.0,0.0,0.0,0.0,2013,0.0,1.5714285714285714,2.0,4.0,1.0,1.0,2.0,0.0,1.0,7,32,36,5,7,50,0,1,1.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,32.0,-0.030303030303030304,1,20.617905322399697,90.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.7142857142857143,1.0,0.0,1.0,2.0,1.0,0.0,0.0,7,32,36,3,7,53,0,1,1.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Private Limited
2.0,185.0,3.0,1,19.755681813316283,90.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,7,56,36,0,7,37,0,0,0.0,1.3095734424236127,Uganda,Other services,Services of motor vehicles,Kampala,Large >=100,Limited Partnership
2.0,12.0,0.0,1,21.416413018006356,100.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.7142857142857142,4.0,2.0,1.0,0.0,2.0,1.0,2.0,4,28,45,2,7,50,0,0,0.0,1.45451884136801,Uganda,Manufacturing,Food,Mbale,Small >=5 and <=19,Partnership
2.0,10.0,-0.16666666666666666,1,18.420680753952364,70.0,1.0,1.0,0.0,60.0,40.0,0.0,0.0,1.0,0.0,2013,0.0,2.857142857142857,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4,28,46,5,7,35,0,1,1.0,1.0,Uganda,Manufacturing,Food,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,15.0,0.029411764705882353,0,20.36659089443625,60.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,2013,0.0,3.142857142857143,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4,43,46,5,7,60,0,1,1.0,1.0702752018682975,Uganda,Manufacturing,Non metallic mineral products,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,10.0,0.0,1,18.846912995651394,75.0,0.0,1.0,1.0,70.0,20.0,10.0,0.0,1.0,0.0,2013,0.0,2.857142857142857,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4,27,46,5,7,50,0,1,1.0,1.0702752018682975,Uganda,Manufacturing,Fabricated metal products,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,13.0,0.3,1,20.500122286882203,60.0,0.0,1.0,1.0,50.0,50.0,0.0,0.0,0.0,0.0,2013,0.0,3.142857142857143,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4,43,46,5,7,35,0,1,1.0,1.0702752018682975,Uganda,Manufacturing,Non metallic mineral products,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,10.0,-0.3333333333333333,1,20.21244021484709,25.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,2013,0.0,0.7142857142857143,1.0,0.0,1.0,1.0,0.0,0.0,2.0,7,30,46,3,7,57,1,2,2.0,1.0702752018682975,Uganda,Other services,Furniture,Mbarara,Small >=5 and <=19,Private Limited
2.0,10.0,0.0,1,18.36938746009113,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2013,0.0,0.5714285714285714,0.0,1.0,2.0,0.0,0.0,0.0,1.0,8,55,46,5,7,40,0,1,1.0,1.0,Uganda,Retail,Retail,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,60.0,-0.07692307692307693,1,20.500122286882203,40.0,0.0,1.0,1.0,10.0,0.0,20.0,1.0,0.0,0.0,2013,0.0,0.7142857142857143,1.0,0.0,1.0,1.0,0.0,1.0,1.0,7,55,46,3,7,44,1,2,2.0,1.0,Uganda,Other services,Retail,Mbarara,Small >=5 and <=19,Private Limited
2.0,40.0,-0.1111111111111111,1,18.951309000896888,70.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.142857142857143,3.0,3.0,2.0,2.0,1.0,2.0,2.0,7,32,46,5,7,37,1,2,2.0,1.3731092047242783,Uganda,Other services,Hotel and restaurants: section H,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,14.0,0.16666666666666666,1,18.603002309079653,60.0,0.0,1.0,1.0,80.0,20.0,0.0,0.0,0.0,0.0,2013,0.0,2.2857142857142856,3.0,3.0,1.0,3.0,2.0,2.0,2.0,7,32,46,5,7,50,0,1,1.0,1.3731092047242783,Uganda,Other services,Hotel and restaurants: section H,Mbarara,Small >=5 and <=19,Sole Proprietorship
2.0,16.0,-0.058823529411764705,1,22.109560198316302,80.0,1.0,1.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,2013,0.0,2.142857142857143,3.0,2.0,2.0,1.0,3.0,2.0,2.0,4,47,36,0,7,50,0,0,0.0,1.6314908638160104,Uganda,Manufacturing,Paper,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,30.0,0.36363636363636365,1,23.901319667336022,100.0,1.0,1.0,0.0,70.0,30.0,0.0,0.0,1.0,0.0,2013,0.0,1.8571428571428572,3.0,1.0,3.0,1.0,1.0,2.0,2.0,4,28,36,5,7,60,0,0,0.0,1.5096380352836545,Uganda,Manufacturing,Food,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,10.0,0.0,1,18.683045016112164,100.0,0.0,1.0,1.0,90.0,10.0,0.0,0.0,0.0,0.0,2013,0.0,2.0,3.0,0.0,3.0,0.0,3.0,1.0,2.0,7,28,43,5,7,37,0,1,1.0,2.9001726146858537,Uganda,Other services,Food,Lira,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,18.36938746009113,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.2857142857142856,4.0,3.0,3.0,0.0,2.0,0.0,4.0,8,55,35,5,7,57,0,1,1.0,1.0,Uganda,Retail,Retail,Jinja,Medium >=20 and <=99,Sole Proprietorship
2.0,15.0,0.0,1,18.36938746009113,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.8333333333333333,2.0,0.0,2.0,0.0,3.0,2.0,2.0,8,55,36,0,7,58,0,0,0.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Limited Partnership
2.0,5.0,0.0,1,18.846912995651394,90.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.7142857142857143,1.0,1.0,2.0,0.0,0.0,1.0,0.0,4,27,45,5,7,35,0,1,1.0,1.884313624027252,Uganda,Manufacturing,Fabricated metal products,Mbale,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,18.846912995651394,45.0,0.0,1.0,1.0,80.0,20.0,0.0,0.0,0.0,0.0,2013,0.0,2.7142857142857144,4.0,3.0,4.0,1.0,3.0,3.0,1.0,4,65,36,5,7,59,1,2,2.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,0.0,1,15.201805169084134,90.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,2013,0.0,2.6666666666666665,3.0,0.0,2.0,4.0,3.0,2.0,2.0,8,55,36,5,7,59,0,1,1.0,19.118808475319653,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,3.0,0.0,1,17.50439003707821,40.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.4285714285714284,4.0,3.0,2.0,1.0,3.0,2.0,2.0,4,27,36,0,7,59,1,2,2.0,5.4325520463244485,Uganda,Manufacturing,Fabricated metal products,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,6.0,0.0,1,17.034386422832473,100.0,1.0,1.0,0.0,50.0,0.0,50.0,0.0,1.0,0.0,2013,0.0,2.142857142857143,4.0,4.0,1.0,1.0,2.0,2.0,1.0,4,52,43,5,7,50,0,0,0.0,1.8756018004644823,Uganda,Manufacturing,"Publishing, printing, and Recorded media",Lira,Small >=5 and <=19,Sole Proprietorship
2.0,14.0,0.029411764705882353,0,18.36938746009113,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.2857142857142857,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,32,45,5,7,58,0,1,1.0,1.233726142723355,Uganda,Retail,Hotel and restaurants: section H,Mbale,Medium >=20 and <=99,Sole Proprietorship
2.0,5.0,0.0,1,19.701614592192207,80.0,0.0,1.0,1.0,0.0,50.0,20.0,0.0,0.0,0.0,2013,0.0,1.7142857142857142,1.0,3.0,2.0,2.0,1.0,3.0,0.0,8,32,46,5,7,56,0,1,1.0,3.0516557414894177,Uganda,Retail,Hotel and restaurants: section H,Mbarara,Medium >=20 and <=99,Sole Proprietorship
2.0,5.0,-0.5833333333333334,1,17.909855136853043,100.0,0.0,1.0,1.0,70.0,5.0,20.0,0.0,0.0,0.0,2013,0.0,2.0,4.0,2.0,2.0,0.0,1.0,4.0,1.0,7,55,36,4,7,39,1,2,2.0,3.27806423169848,Uganda,Other services,Retail,Kampala,Medium >=20 and <=99,Public Company
2.0,4.0,-0.2,1,22.434899261875753,100.0,0.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.8571428571428571,1.0,0.0,0.0,0.0,1.0,0.0,4.0,7,55,74,3,7,59,1,2,2.0,11.805554026731338,Uganda,Other services,Retail,Wakiso,Small >=5 and <=19,Private Limited
2.0,5.0,0.0,1,18.846912995651394,100.0,1.0,1.0,0.0,0.0,90.0,0.0,1.0,0.0,0.0,2013,0.0,2.5714285714285716,1.0,4.0,0.0,4.0,4.0,1.0,4.0,4,28,36,0,7,50,0,0,0.0,1.5096380352836545,Uganda,Manufacturing,Food,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,214.0,-0.2696245733788396,1,23.025850930040455,80.0,1.0,1.0,0.0,50.0,0.0,0.0,1.0,0.0,0.0,2013,0.0,2.142857142857143,0.0,4.0,1.0,0.0,4.0,4.0,2.0,4,27,36,0,7,57,0,1,1.0,1.6084577124742134,Uganda,Manufacturing,Fabricated metal products,Kampala,Large >=100,Limited Partnership
2.0,5.0,0.0,1,15.38412668421143,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.857142857142857,0.0,4.0,2.0,4.0,2.0,4.0,4.0,4,65,36,5,7,37,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,0.0,1,18.04088339721266,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.6666666666666667,1.0,0.0,2.0,0.0,3.0,4.0,0.0,4,65,36,5,7,59,0,0,0.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,10.0,0.029411764705882353,0,18.683045016112164,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.2857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,32,36,0,7,50,0,0,0.0,1.6874472437565329,Uganda,Other services,Hotel and restaurants: section H,Kampala,Small >=5 and <=19,Limited Partnership
2.0,235.0,0.0,1,18.683045016112164,100.0,1.0,1.0,0.0,80.0,0.0,0.0,0.0,1.0,0.0,2013,0.0,3.0,1.0,4.0,4.0,4.0,0.0,4.0,4.0,7,32,36,5,7,50,0,0,0.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,27.0,0.0,1,18.683045016112164,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.2857142857142858,1.0,4.0,0.0,0.0,0.0,0.0,4.0,7,32,36,5,7,50,0,1,1.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,6.0,0.0,1,18.683045016112164,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.2857142857142858,1.0,0.0,0.0,4.0,0.0,4.0,0.0,7,32,36,5,7,50,0,1,1.0,1.6874472437565329,Uganda,Other services,Hotel and restaurants: section H,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,15.0,-0.0625,1,18.683045016112164,100.0,0.0,1.0,1.0,80.0,20.0,0.0,0.0,0.0,0.0,2013,0.0,0.2857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7,32,36,5,7,50,0,1,1.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,85.0,-0.022988505747126436,1,18.683045016112164,100.0,1.0,1.0,0.0,10.0,70.0,20.0,0.0,0.0,0.0,2013,0.0,1.1428571428571428,0.0,2.0,2.0,0.0,2.0,1.0,1.0,7,22,36,4,7,62,0,0,0.0,1.19335676642102,Uganda,Other services,Construction Section F,Kampala,Medium >=20 and <=99,Public Company
2.0,15.0,0.0,1,19.583831556883048,100.0,1.0,1.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,2013,0.0,3.5714285714285716,4.0,4.0,1.0,4.0,4.0,4.0,4.0,7,32,36,5,7,37,0,0,0.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,15.0,0.0,1,20.307750394499898,100.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,2013,0.0,2.5714285714285716,4.0,4.0,1.0,4.0,1.0,0.0,4.0,7,56,36,0,7,59,0,0,0.0,1.6874472437565329,Uganda,Other services,Services of motor vehicles,Kampala,Small >=5 and <=19,Limited Partnership
2.0,950.0,0.0,1,22.515025306341133,25.0,1.0,1.0,0.0,30.0,0.0,70.0,1.0,0.0,0.0,2013,0.0,1.1428571428571428,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4,27,36,2,7,40,0,1,1.0,1.6084577124742134,Uganda,Manufacturing,Fabricated metal products,Kampala,Large >=100,Partnership
2.0,6.0,0.0,1,18.683045016112164,100.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,7,55,36,5,7,40,0,0,0.0,1.2037372535160171,Uganda,Other services,Retail,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,6.0,0.0,1,16.91315846537845,100.0,0.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.8571428571428571,1.0,0.0,1.0,4.0,0.0,0.0,0.0,7,55,36,0,7,40,0,1,1.0,1.5609874971518278,Uganda,Other services,Retail,Kampala,Small >=5 and <=19,Limited Partnership
2.0,200.0,0.029411764705882353,0,23.942141661854613,45.0,1.0,1.0,0.0,30.0,50.0,20.0,0.0,0.0,0.0,2013,0.0,1.8571428571428572,0.0,4.0,4.0,1.0,0.0,2.0,2.0,4,28,36,0,7,40,0,1,1.0,1.5096380352836545,Uganda,Manufacturing,Food,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,12.0,0.0,1,18.65179247285226,100.0,0.0,1.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,2013,0.0,2.3333333333333335,0.0,2.0,4.0,4.0,0.0,0.0,4.0,4,65,36,5,7,35,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,16.52356082573315,100.0,0.0,1.0,1.0,60.0,40.0,0.0,0.0,1.0,0.0,2013,0.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,8,55,36,5,7,59,0,1,1.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,25.0,0.0,1,17.034386422832473,95.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.7142857142857143,1.0,0.0,0.0,4.0,0.0,0.0,0.0,7,32,36,5,7,40,0,1,1.0,1.19335676642102,Uganda,Other services,Hotel and restaurants: section H,Kampala,Medium >=20 and <=99,Sole Proprietorship
2.0,5.0,0.0,1,18.846912995651394,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.142857142857143,1.0,0.0,3.0,4.0,3.0,0.0,4.0,4,65,36,5,7,40,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,17.747336210296442,100.0,0.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.5714285714285716,1.0,4.0,2.0,4.0,3.0,0.0,4.0,4,65,36,5,7,40,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,0.0,1,16.811242881518265,100.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.2857142857142858,1.0,0.0,2.0,4.0,2.0,0.0,0.0,4,27,36,5,7,50,0,0,0.0,1.3315231480315863,Uganda,Manufacturing,Fabricated metal products,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,5.0,0.0,1,17.175885979828397,100.0,0.0,1.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.1428571428571428,0.0,0.0,1.0,4.0,3.0,0.0,0.0,4,65,36,5,7,59,0,1,1.0,1.0,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,6.0,0.0,1,20.178538663228878,100.0,1.0,1.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,2013,0.0,1.7142857142857142,0.0,1.0,1.0,0.0,2.0,4.0,4.0,4,39,36,0,7,37,0,0,0.0,1.3315231480315863,Uganda,Manufacturing,Machinery and equipment,Kampala,Small >=5 and <=19,Limited Partnership
2.0,6.0,0.0,1,17.330036654695338,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.5714285714285716,0.0,4.0,3.0,4.0,3.0,0.0,4.0,4,65,36,5,7,57,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,21.0,0.0,1,18.846912995651394,100.0,1.0,1.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,2013,0.0,0.8571428571428571,2.0,1.0,1.0,0.0,2.0,0.0,0.0,4,43,36,2,7,50,0,0,0.0,1.6314908638160104,Uganda,Manufacturing,Non metallic mineral products,Kampala,Medium >=20 and <=99,Partnership
2.0,7.0,0.0,1,18.202524746587006,100.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,2.0,4.0,0.0,1.0,4.0,3.0,1.0,1.0,4,65,36,5,7,59,0,1,1.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,33.0,0.029411764705882353,0,21.416413018006356,100.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,0.5714285714285714,1.0,0.0,1.0,0.0,2.0,0.0,0.0,4,27,36,2,7,50,0,0,0.0,1.6314908638160104,Uganda,Manufacturing,Fabricated metal products,Kampala,Medium >=20 and <=99,Partnership
2.0,12.0,0.2,1,16.300417291085605,100.0,0.0,1.0,1.0,25.0,0.0,60.0,0.0,1.0,0.0,2013,0.0,1.2857142857142858,0.0,0.0,1.0,4.0,2.0,2.0,0.0,4,28,36,5,7,40,0,1,1.0,1.648708785451746,Uganda,Manufacturing,Food,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,70.0,0.029411764705882353,0,21.441105630584534,100.0,1.0,1.0,0.0,80.0,0.0,0.0,1.0,0.0,0.0,2013,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,4,28,36,0,7,50,0,0,0.0,1.5096380352836545,Uganda,Manufacturing,Food,Kampala,Medium >=20 and <=99,Limited Partnership
2.0,7.0,0.0,1,18.132998684833918,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2013,0.0,1.1428571428571428,1.0,0.0,1.0,4.0,0.0,2.0,0.0,4,65,36,5,7,40,0,0,0.0,1.3315231480315863,Uganda,Manufacturing,Wood,Kampala,Small >=5 and <=19,Sole Proprietorship
2.0,60.0,0.2,1,22.515025306341133,100.0,0.0,1.0,1.0,80.0,0.0,0.0,1.0,0.0,0.0,2013,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,4,27,36,0,7,50,0,1,1.0,1.6084577124742134,Uganda,Manufacturing,Fabricated metal products,Kampala,Large >=100,Limited Partnership
2.0,30.0,0.0,1,17.472513589478197,100.0,0.0,1.0,1.0,70.0,30.0,0.0,0.0,0.0,0.0,2013,0.0,2.0,2.0,1.0,1.0,0.0,2.0,4.0,4.0,8,55,36,5,7,50,0,1,1.0,1.5609874971518278,Uganda,Retail,Retail,Kampala,Small >=5 and <=19,Sole Proprietorship
